Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Identifying vulnerabilities and therapeutic targets in Glioma Stem Cells,NCI,8948656,1K22CA197053-01,1,K22,CA,197053,1,,,10519111,"BADR, CHRISTIAN ELIAS",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,200880,
Inflammation and Risk of Myocardial and Coronary Diseases in HIV Infected Patients,NHLBI,8992834,1K23HL128164-01A1,1,K23,HL,128164,1,A1,,11874951,"BAHRAMI, HOSSEIN ",Not Applicable,STANFORD UNIVERSITY, ,2015,159786,
Activin-Mediated Autophagy During Cardiac Aging,NIA,8751853,1K99AG048016-01,1,K99,AG,48016,1,,,10981442,"BAI, HUA ",Not Applicable,BROWN UNIVERSITY, ,2014,94819,
Mechanisms of Neutralizing Antibody Resistance in Chronic HCV and HIV Infection,NIAID,8507985,1K08AI102761-01A1,1,K08,AI,102761,1,A1,,11232963,"BAILEY, JUSTIN RICHARD",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,185121,
Meaningful Use and Treatment of Smoking in Federally-Qualified Health Centers,NIDA,8821462,1K23DA037453-01A1,1,K23,DA,37453,1,A1,,8860101,"BAILEY, STEFFANI R",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY, ,2015,171340,
The development of statistical tools for comparative effectiveness research,AHRQ,8519011,1K99HS022192-01,1,K99,HS,22192,1,,,11481033,"BAIOCCHI, MIKE ",Not Applicable,STANFORD UNIVERSITY, ,2013,105602,
Regulating RNA function by modulating RNA folding with exogenous ligands,NHLBI,8765350,1K22HL121113-01A1,1,K22,HL,121113,1,A1,,11674113,"BAIRD, NATHAN ",Not Applicable,UNIVERSITY OF THE SCIENCES PHILADELPHIA, ,2015,248736,
Immediate and Delayed Effects of Morphine on Brain Circuits: Animal and Human Cor,NIDA,8566922,1K08DA035972-01,1,K08,DA,35972,1,,,9760332,"BAJIC, DUSICA ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2013,183276,
Mechanics of fibrosis in 3D biomimetic extracellular matrices,NHLBI,8891850,1K99HL124322-01A1,1,K99,HL,124322,1,A1,,10840913,"BAKER, BRENDON M",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2015,130356,
Impaired angiogenesis in preterm infants after maternal complications of pregnancy,NHLBI,8821385,1K23HL121090-01A1,1,K23,HL,121090,1,A1,,8837826,"BAKER, CHRISTOPHER D",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2015,158330,
Frontoparietal Network Integrity and Risk for Psychosis,NIMH,8755695,1K23MH104515-01,1,K23,MH,104515,1,,,6414577,"BAKER, JUSTIN T",Not Applicable,MCLEAN HOSPITAL, ,2014,182304,
Adult and Transgenerational Toxicity Due to Developmental TCDD Exposure,OD,8443233,1K01OD010462-01A1,1,K01,OD,10462,1,A1,,10207859,"BAKER, TRACIE R.",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2013,131466,
Identification of enhancers of energy expenditure via SLN/SERCA interaction,NIDDK,8967738,1K01DK102772-01A1,1,K01,DK,102772,1,A1,,10414388,"BAL, NARESH CHANDRA",Not Applicable,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE, ,2015,122568,
RNA Expression Profiling in Pediatric Patients with Suspected Sepsis,NICHD,8967019,1K23HD082368-01A1,1,K23,HD,82368,1,A1,,12036466,"BALAMUTH, FRANCES ",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2015,126306,
Biologic Roles of Novel Axonal Guidance Genes in Isolated GnRH Deficiency,NICHD,8700856,1K23HD077043-01A1,1,K23,HD,77043,1,A1,,10071430,"BALASUBRAMANIAN, RAVIKUMAR ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,137040,
Development of Vectored ImmunoProphylaxis as a strategy against HIV,NIAID,8411105,1K22AI102769-01,1,K22,AI,102769,1,,,10210359,"BALAZS, ALEJANDRO BENJAMIN",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,156632,
Frailty; Palliative Care Needs; and Outcomes in Older Survivors of Critical Illne,NIA,8767509,1K23AG045560-01A1,1,K23,AG,45560,1,A1,,10717525,"BALDWIN, MATTHEW R",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2014,132300,
Dusp4 in breast cancer: tumor suppressor biology and therapeutic strategies,NCI,8765222,1K99CA181491-01A1,1,K99,CA,181491,1,A1,,10166490,"BALKO, JUSTIN M",Not Applicable,VANDERBILT UNIVERSITY, ,2014,124579,
NMDA receptor hypofunction contributes to the dendritic dysplasia in schizophreni,NIMH,8581069,1K99MH099252-01A1,1,K99,MH,99252,1,A1,,10125809,"BALU, DARRICK T",Not Applicable,MCLEAN HOSPITAL, ,2013,115091,
Clinical and Molecular Studies of the Erythropoietic Protoporphyria Phenotype,NIDDK,8509354,1K23DK095946-01A1,1,K23,DK,95946,1,A1,,9341531,"BALWANI, MANISHA ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2013,178416,
Compartment-Specific Signaling Of Striatal Opioid Peptides in Reward-Guided Behav,NIDA,8423569,1K99DA034648-01,1,K99,DA,34648,1,,,9176382,"BANGHART, MATTHEW RYAN",Not Applicable,HARVARD MEDICAL SCHOOL, ,2013,121505,
Childhood adversity and central visceral circuits: mechanisms of affective risk,NIMH,8756216,1K01MH102406-01A1,1,K01,MH,102406,1,A1,,10313535,"BANIHASHEMI, LAYLA ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2014,157178,
Function and regulation of acid-sensing ion channels in corneal neurons,NEI,8676511,1K99EY024267-01,1,K99,EY,24267,1,,,10441849,"BANKSTON, JOHN ",Not Applicable,UNIVERSITY OF WASHINGTON, ,2014,90355,
Regulators of Epidermal Gene Expression,NIAMS,8617407,1K99AR065480-01,1,K99,AR,65480,1,,,10414777,"BAO, XIAOMIN ",Not Applicable,STANFORD UNIVERSITY, ,2014,90000,
Advanced neuroimaging in pediatric spinal cord injury,NICHD,8821352,1K25HD079505-01A1,1,K25,HD,79505,1,A1,,11620325,"BARAKAT, NADIA ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2015,131693,
NMR Studies on the Role of the Essential IgG N-Glycan in Immune System Activation,NIAID,8280530,1K22AI099165-01,1,K22,AI,99165,1,,,9845060,"BARB, ADAM WESLEY",Not Applicable,IOWA STATE UNIVERSITY, ,2013,159347,
Characterizing Extragenital Gonorrhea and Chlamydia: Natural History & HIV Impact,NIAID,8765338,1K23AI113185-01,1,K23,AI,113185,1,,,11081386,"BARBEE, LINDLEY ",Not Applicable,UNIVERSITY OF WASHINGTON, ,2014,175500,
Adaptive evolution of bacteria in the battle for iron,NIGMS,8950844,1K99GM115822-01,1,K99,GM,115822,1,,,11647337,"BARBER, MATTHEW FREDERICK",Not Applicable,UNIVERSITY OF UTAH, ,2015,89999,
Genomic instability and DNA repair in a distinct molecular class of prostate canc,NCI,8751813,1K08CA187417-01,1,K08,CA,187417,1,,,6710748,"BARBIERI, CHRISTOPHER E",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2014,172908,
Genetic Contributions to Smoking and Internalizing Problems in Adolescence,NIDA,8766357,1K01DA036681-01A1,1,K01,DA,36681,1,A1,,8963626,"BARES, CRISTINA B.",Not Applicable,VIRGINIA COMMONWEALTH UNIVERSITY, ,2014,161009,
The role of Pdgfra+ fibroblasts in lung fibrosis and alveolar homeostasis,NHLBI,8679394,1K08HL122521-01,1,K08,HL,122521,1,,,10100498,"BARKAUSKAS, CHRISTINA ELEANOR",Not Applicable,DUKE UNIVERSITY, ,2014,111411,
Hemodynamic Loading of the Left Ventricle and Aorta in Aortic Valve Disease,NHLBI,8700657,1K25HL119608-01A1,1,K25,HL,119608,1,A1,,8176913,"BARKER, ALEX J.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2014,146475,
Functional Analysis of Regions of Introgression Between Species of Coccidioides,NIAID,8487708,1K22AI104801-01,1,K22,AI,104801,1,,,10429603,"BARKER, BRIDGET MARIE",Not Applicable,TRANSLATIONAL GENOMICS RESEARCH INST, ,2014,163887,
Comparative Efficacy of HIV-Prevention among Youth with Mental Health Needs,NIMH,8727174,1K23MH102131-01A1,1,K23,MH,102131,1,A1,,10324802,"BARKER, DAVID HEATON",Not Applicable,RHODE ISLAND HOSPITAL, ,2014,169209,
Characterization of replication-mediated DNA damage in B lymphocytes,NCI,8764124,1K22CA188106-01,1,K22,CA,188106,1,,,6980388,"BARLOW, JACQUELINE ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2015,162000,
Cerebral blood flow; connectivity and cognition: the effect of age and exercise,NHLBI,8632031,1K99HL118154-01A1,1,K99,HL,118154,1,A1,,8624529,"BARNES, JILL NICOLE",Not Applicable,MAYO CLINIC ROCHESTER, ,2014,90000,
Treatment-related CNS Injury in Children with Brain Tumors,NINR,8822126,1K23NR014902-01A1,1,K23,NR,14902,1,A1,,11222472,"BARON NELSON, MARY ",Not Applicable,CHILDREN'S HOSPITAL OF LOS ANGELES, ,2014,132562,
Dynamic Interplay of Socioeconomic Position; Perinatal Outcomes and Cardiovascula,NIMHD,8077799,1K22MD006133-01,1,K22,MD,6133,1,,,10524809,"BARRINGTON, DEBBIE S",Not Applicable,GEORGETOWN UNIVERSITY, ,2014,208334,
Functional Imaging and Resting State Connectivity in Human Spinal Cord at 7 Tesla,NIBIB,8635089,1K99EB016689-01A1,1,K99,EB,16689,1,A1,,10326474,"BARRY, ROBERT L",Not Applicable,VANDERBILT UNIVERSITY, ,2014,88830,
Paraventricular thalamic nucleus: Role of orexin and opioids in ethanol intake,NIAAA,8424767,1K99AA021782-01,1,K99,AA,21782,1,,,9178740,"BARSON, JESSICA ROSE",Not Applicable,ROCKEFELLER UNIVERSITY, ,2013,134666,
Treatment of transplanted and established multiple myeloma using oncolytic myxoma,NIAID,8300521,1K22AI095372-01A1,1,K22,AI,95372,1,A1,,10501140,"BARTEE, ERIC CARTER",Not Applicable,MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2013,153856,
Cytokine signaling and IEC restitution in enteropathy: the Giardia paradigm,NIAID,8767629,1K08AI108730-01A1,1,K08,AI,108730,1,A1,,10812731,"BARTELT, LUTHER A",Not Applicable,UNIVERSITY OF VIRGINIA, ,2014,176684,
Goal concordance in rheumatoid arthritis in diverse populations,NIAMS,8821824,1K23AR064372-01A1,1,K23,AR,64372,1,A1,,9036092,"BARTON, JENNIFER L",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY, ,2015,135000,
Mechanisms controlling phosphoinositide synthesis at the plasma membrane,NIGMS,8678102,1K99GM110121-01,1,K99,GM,110121,1,,,10309536,"BASKIN, JEREMY ",Not Applicable,YALE UNIVERSITY, ,2014,90000,
UCSF KURe Career Development Program,NIDDK,8586706,2K12DK083021-06,2,K12,DK,83021,6,,,1877328,"BASKIN, LAURENCE  ","CARROLL, PETER R","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,195700,
Studying social factors in sodium consumption to reduce hypertension disparities,NHLBI,8762880,1K08HL121056-01A1,1,K08,HL,121056,1,A1,,8190474,"BASU, SANJAY ",Not Applicable,STANFORD UNIVERSITY, ,2014,131652,
Comparative safety & effectiveness of antihypertensive medications in pregnancy,NICHD,8487519,1K08HD075831-01,1,K08,HD,75831,1,,,10847631,"BATEMAN, BRIAN THOMAS",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2013,137160,
THE BAROREFLEX MECHANISM: TRANSLATION TO AUD TREATMENT AND PROGNOSTIC MODELS,NIAAA,8581593,1K24AA021778-01A1,1,K24,AA,21778,1,A1,,1858178,"BATES, MARSHA E.",Not Applicable,"RUTGERS, THE STATE UNIV OF N.J.", ,2013,166941,
MECHANISMS OF FUNCTIONAL AND BEHAVIORAL RECOVERY FOLLOWING ISCHEMIC STROKE,NINDS,8700071,1K25NS083754-01A1,1,K25,NS,83754,1,A1,,11344686,"BAUER, ADAM Q",Not Applicable,WASHINGTON UNIVERSITY, ,2014,151214,
Making computed tomography a molecular imaging modality,NIBIB,8580511,1K99EB016059-01A1,1,K99,EB,16059,1,A1,,10355176,"BAZALOVA, MAGDALENA ",Not Applicable,STANFORD UNIVERSITY, ,2013,90000,
Mechanistic Characterization of Calcium and ROS Induced Mitochondrial Dysfunction,NHLBI,8618394,1K99HL121160-01,1,K99,HL,121160,1,,,10740874,"BAZIL, JASON N",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,91178,
Communication Quality and Patient Outcomes in HIV/AIDS and Substance Abuse,NIDA,8844088,1K24DA037804-01A1,1,K24,DA,37804,1,A1,,7131075,"BEACH, MARY CATHERINE ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2015,184281,
Race; Childhood Social Disadvantage; and the Adult Brain: HANDLS BRAINCHILD.,NIA,8766303,1K01AG043581-01A1,1,K01,AG,43581,1,A1,,10676139,"BEATTY, DANIELLE LATHEL",Not Applicable,UNIVERSITY OF MARYLAND BALT CO CAMPUS, ,2014,123026,
Effect of Exercise Modality During Weight Loss on Bone Health in Older Adults,NIA,8882704,1K01AG047921-01A1,1,K01,AG,47921,1,A1,,10429234,"BEAVERS, KRISTEN MARIE",Not Applicable,WAKE FOREST UNIVERSITY, ,2015,116075,
Functional Dissection of the K27M Histone Mutation in Vivo,NINDS,8677666,1K02NS086917-01,1,K02,NS,86917,1,,,9849530,"BECHER, OREN JOSH",Not Applicable,DUKE UNIVERSITY, ,2014,194907,
Inpatient Asthma Care for Children: Adding a Place-Based; Community-Focused Appro,NIAID,8755172,1K23AI112916-01,1,K23,AI,112916,1,,,10729723,"BECK, ANDREW FINKEL",Not Applicable,CINCINNATI CHILDRENS HOSP MED CTR, ,2014,131490,
INFORMATICS METHODS AND MODELS FOR COMPUTATIONAL PATHOLOGY,NLM,8674406,1K22LM011931-01,1,K22,LM,11931,1,,,10820060,"BECK, ANDREW H",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2014,170586,
Role of Pannexins in Urinary Bladder Pathology,NIDDK,8947495,1K01DK106115-01,1,K01,DK,106115,1,,,7983121,"BECKEL, JONATHAN M",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2015,121639,
MOLECULAR MECHANISMS BY WHICH IRF-8 REGULATES MYELOPOIESIS,NIDDK,8700105,1K01DK099395-01A1,1,K01,DK,99395,1,A1,,10530139,"BECKER, AMY M",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2014,152631,
The role of Raf-MEK signaling in the pathogenesis of hypertrophic cardiomyopathy,NHLBI,8425850,1K08HL116803-01,1,K08,HL,116803,1,,,9962840,"BECKER, JASON ",Not Applicable,VANDERBILT UNIVERSITY, ,2013,125415,
Age induced enteric neural stem cell loss through Foxo3 dependent inflammation,NIDDK,8804878,1K08DK103966-01,1,K08,DK,103966,1,,,10335209,"BECKER, LAREN ",Not Applicable,STANFORD UNIVERSITY, ,2015,153943,
A Multi-Method Investigation to Distinguish Sluggish Cognitive Tempo from ADHD,NIMH,9006970,1K23MH108603-01,1,K23,MH,108603,1,,,10779221,"BECKER, STEPHEN P",Not Applicable,CINCINNATI CHILDRENS HOSP MED CTR, ,2015,135000,
Role of urothelium in epithelial integrity and innate defense of the kidney,NIDDK,8891594,1K08DK102594-01A1,1,K08,DK,102594,1,A1,,11968927,"BECKNELL, BRIAN ",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP, ,2015,142749,
Neurobehavioral Mechanisms of Decisions to Smoke Marijuana and Cocaine in Humans,NIDA,8424804,1K23DA034877-01,1,K23,DA,34877,1,,,9781185,"BEDI, GILLINDER I.",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2013,186008,
A Practice-Provider-Parent-Adolescent intervention to increase HPV vaccination,NIAID,8700920,1K01AI106961-01A1,1,K01,AI,106961,1,A1,,11591479,"BEDNARCZYK, ROBERT A.",Not Applicable,EMORY UNIVERSITY, ,2014,115555,
Impact of aging on calcium and electrical signaling in microvascular endothelium,NIA,8673946,1K99AG047198-01,1,K99,AG,47198,1,,,10702440,"BEHRINGER, ERIK JOSEF",Not Applicable,UNIVERSITY OF MISSOURI-COLUMBIA, ,2014,87677,
Enhancement of NAFLD risk by vinyl chloride: interaction of gut-liver-adipose axi,NIDDK,8509411,1K01DK096042-01A1,1,K01,DK,96042,1,A1,,10438358,"BEIER, JULIANE INGEBORG",Not Applicable,UNIVERSITY OF LOUISVILLE, ,2013,124146,
Effect of Circulating Glucose on Eating Behavior and Brain Activation in Diabetes,NIDDK,8635720,1K23DK098286-01A1,1,K23,DK,98286,1,A1,,11278613,"BELFORT DE AGUIAR, RENATA D",Not Applicable,YALE UNIVERSITY, ,2013,154272,
Coherence-Based Photoacoustic Image Guidance of Transsphenoidal Surgeries,NIBIB,8891530,1K99EB018994-01A1,1,K99,EB,18994,1,A1,,11645994,"BELL, MUYINATU A. LEDIJU",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2015,87925,
Longitudinal Hemodynamic and Vascular Changes associated with Frailty,NIA,8966139,1K23AG048347-01A1,1,K23,AG,48347,1,A1,,10473952,"BELL, SUSAN POTTER",Not Applicable,VANDERBILT UNIVERSITY, ,2015,172579,
Role of Renin Progenitors in Hematopoiesis,NIDDK,8764003,1K08DK102914-01,1,K08,DK,102914,1,,,11975277,"BELYEA, BRIAN ",Not Applicable,UNIVERSITY OF VIRGINIA, ,2014,151124,
Novel methods for brain injury detection and outcome prediction in pediatric ECMO,NINDS,8508479,1K23NS076674-01A1,1,K23,NS,76674,1,A1,,9846826,"BEMBEA, MELANIA MARIA",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,189782,
Linking oncogenic signaling to tumor metabolism,NCI,8868257,1K99CA194192-01,1,K99,CA,194192,1,,,12270014,"BEN-SAHRA, ISSAM ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2015,97252,
Genome instability and epigenetic deregulation in retinoblastoma and osteosarcoma,NCI,8568283,1K99CA178207-01,1,K99,CA,178207,1,,,10405896,"BENAVENTE, CLAUDIA ANDREA",Not Applicable,ST. JUDE CHILDREN'S RESEARCH HOSPITAL, ,2013,102574,
Regulation of transcriptional consistency by broad H3K4me3 domains in young cells and during aging,NIA,8868834,1K99AG049934-01,1,K99,AG,49934,1,,,11789634,"BENAYOUN, BERENICE ANATH",Not Applicable,STANFORD UNIVERSITY, ,2015,95377,
A single-cell platform to discover and study regulators of human development,NIGMS,8425506,1K99GM104148-01,1,K99,GM,104148,1,,,10619738,"BENDALL, SEAN CURTIS",Not Applicable,STANFORD UNIVERSITY, ,2013,90000,
The genetics and neurobiology of parental care in wild mice,NICHD,8949127,1K99HD084732-01,1,K99,HD,84732,1,,,12353041,"BENDESKY, ANDRÉS ",Not Applicable,HARVARD UNIVERSITY, ,2015,125352,
White Matter Tract Integrity biomarkers of neurodegeneration in aging and MCI,NIA,8821945,1K23AG044434-01A1,1,K23,AG,44434,1,A1,,11178492,"BENITEZ, ANDREANA ",Not Applicable,MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2015,162864,
Mentorship of early-career pediatricians in quantitative methods and therapeutics,NICHD,8619088,2K24HD058735-06,2,K24,HD,58735,6,,,6099279,"BENJAMIN, DANIEL K.",Not Applicable,DUKE UNIVERSITY, ,2014,140496,
Effectiveness of ICP Monitoring in Pediatric Traumatic Brain Injury,NICHD,8579363,1K23HD074620-01A1,1,K23,HD,74620,1,A1,,10739863,"BENNETT, TELLEN ",Not Applicable,UNIVERSITY OF UTAH, ,2013,137970,
Computerized Decision Support for Pediatric Gastroenterology,NIDDK,8700066,1K23DK098235-01A1,1,K23,DK,98235,1,A1,,9807953,"BENNETT, WILLIAM ESTUS",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2014,171043,
The Function of EBV LMP1 CTAR3 in Sumoylation and Oncogenesis,NCI,8443166,1K99CA160786-01A1,1,K99,CA,160786,1,A1,,9289171,"BENTZ, GRETCHEN L",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,82811,
UTMB WOMEN'S HEALTH RESEARCH SCHOLARS PROGRAM,NICHD,8992423,2K12HD052023-11,2,K12,HD,52023,11,,,1960140,"BERENSON, ABBEY B",Not Applicable,UNIVERSITY OF TEXAS MED BR GALVESTON, ,2015,2,
Endogenous opioid activity and affective state in insulin resistant women,NIMH,8440467,1K01MH095920-01A1,1,K01,MH,95920,1,A1,,9131245,"BERENT-SPILLSON, ALISON RENEE",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2013,141480,
Coping-oriented drinking in trauma-exposed young adults: A genetically informed,NIAAA,8566979,1K99AA022385-01,1,K99,AA,22385,1,,,8821259,"BERENZ, ERIN C",Not Applicable,VIRGINIA COMMONWEALTH UNIVERSITY, ,2013,77523,
The role of carbamylation in uremia associated heart disease,NHLBI,8767329,1K08HL121801-01A1,1,K08,HL,121801,1,A1,,9483640,"BERG, ANDERS HAYDEN",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER, ,2014,129870,
Investigating the role of the small GTPase RIT1 in lung adenocarcinoma,NCI,8950690,1K99CA197762-01,1,K99,CA,197762,1,,,11639678,"BERGER, ALICE ",Not Applicable,DANA-FARBER CANCER INST, ,2015,133108,
Regulation of hepatic substrate flux by leptin via POMC neurons and hepatocytes,NIDDK,8487917,1K01DK098317-01,1,K01,DK,98317,1,,,8709943,"BERGLUND, ERIC ",Not Applicable,UT SOUTHWESTERN MEDICAL CENTER, ,2013,101844,
Breaking-up sitting to offset sedentary behaviors-induced metabolic alterations,NIDDK,8617645,1K99DK100465-01,1,K99,DK,100465,1,,,10936112,"BERGOUIGNAN, AUDREY ",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2014,90000,
The Role of Fat in Tumor Formation,NCI,8692048,1K99CA177868-01A1,1,K99,CA,177868,1,A1,,10289984,"BERNARD, JAMIE J",Not Applicable,"RUTGERS, THE STATE UNIV OF N.J.", ,2014,88636,
Epigenetic effects of adult and developmental exposure to parkinsonian toxicants,NIEHS,8767225,1K99ES024570-01,1,K99,ES,24570,1,,,6985529,"BERNSTEIN, ALISON ",Not Applicable,EMORY UNIVERSITY, ,2014,87677,
Molecular and Cellular Mechanisms of Miller-Dieker Syndrome,NINDS,8765050,1K99NS088572-01,1,K99,NS,88572,1,,,10711870,"BERSHTEYN, MARINA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,88020,
The Role of the Autonomic Nervous System in HSV Infection,NIAID,8224181,1K22AI097299-01,1,K22,AI,97299,1,,,10118815,"BERTKE, ANDREA S",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2013,162000,
The Impact of Zinc on Innate Immunity and Patient Safety in Sepsis,NIGMS,8567370,1K23GM107624-01,1,K23,GM,107624,1,,,8506498,"BESECKER, BETH YVONNE",Not Applicable,OHIO STATE UNIVERSITY, ,2013,124565,
Neuroprotection in pediatric retinal detachment,NEI,8617539,1K08EY023982-01,1,K08,EY,23982,1,,,11305381,"BESIRLI, CAGRI ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,184950,
Metabolic functions of adipose pyruvate kinase M2,NIDDK,8618816,1K99DK100736-01,1,K99,DK,100736,1,,,11404616,"BETTAIEB, AHMED ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2013,90000,
Assessing the Contributions of Microtubule Dynamic Instability and Microtubule Ro,NIGMS,8677173,1K25GM110486-01,1,K25,GM,110486,1,,,8739248,"BETTERTON, MEREDITH ",Not Applicable,UNIVERSITY OF COLORADO, ,2014,146475,
Parameters T-Cell Receptor avidity during thymic selection in autoimmune diabetes,NIAID,8635533,1K22AI104761-01A1,1,K22,AI,104761,1,A1,,11228209,"BETTINI, MATTHEW ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2014,162000,
JAK2_STAT3 as a therapeutic target and marker of graft-versus-host disease,NHLBI,8580842,1K08HL116547-01A1,1,K08,HL,116547,1,A1,,11263680,"BETTS, BRIAN C.",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2013,125820,
Physician Screening of Older Drivers: Decision Rules for Geriatric Injury Prevent,NIA,8590452,1K23AG043123-01A1,1,K23,AG,43123,1,A1,,10427078,"BETZ, MARIAN ELIZABETH",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2013,157441,
Mechanisms of mechanotransduction in the enterochromaffin cells,NIDDK,8948535,1K08DK106456-01,1,K08,DK,106456,1,,,10292800,"BEYDER, ARTHUR ",Not Applicable,MAYO CLINIC ROCHESTER, ,2015,153402,
Regulatory circuits that link cell fate and virulence in Histoplasma capsulatum,NIAID,8751163,1K99AI112691-01,1,K99,AI,112691,1,,,10249734,"BEYHAN, SINEM ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,126630,
