Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Impact of the Anti-PEG Response on the Efficacy of PEG Hydrogel-Mediated Bone Regeneration,NIAMS,9652561,1R21AR074635-01,1,R21,AR,74635,1,,,10434583,"ALGE, DANIEL ",Not Applicable,TEXAS ENGINEERING EXPERIMENT STATION, ,2019,158537,
Risks and protective factors for unintended pregnancy in women with disabilities,NICHD,9111562,1R21HD086471-01A1,1,R21,HD,86471,1,A1,,8892557,"ALHUSEN, JEANNE L ","HUGHES, ROSEMARY B",UNIVERSITY OF VIRGINIA, ,2016,278405,
Assessing stigma; care seeking; and treatment adherence of MSM living with HIV in Senegalese Muslim communities,FIC,9754515,1R21TW011274-01,1,R21,TW,11274,1,,,10037347,"ALIO, PAULA AMINA",Not Applicable,UNIVERSITY OF ROCHESTER, ,2019,181006,
Zika virus evolutionary dynamics in host adaptation,NIAID,9329778,1R21AI131454-01,1,R21,AI,131454,1,,,10834596,"ALIOTA, MATTHEW T",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2017,229500,
Assessment of metabolic bone disease of prematurity using an acoustic method,NIAMS,9837144,1R21AR075370-01A1,1,R21,AR,75370,1,A1,,8505190,"ALIZAD, AZRA  ","FATEMI, MOSTAFA ",MAYO CLINIC ROCHESTER, ,2019,170746,
Discovery of Novel Pathways Mediating Huntingtin Neurotoxicity,NINDS,9688391,1R21NS110420-01,1,R21,NS,110420,1,,,1921313,"ALLADA, RAVI ",Not Applicable,NORTHWESTERN UNIVERSITY, ,2019,434500,
Germ Cell-Mediated Epigenetic Memory of Ethanol Exposure,NIAAA,9235656,1R21AA024889-01A1,1,R21,AA,24889,1,A1,,10658400,"ALLARD, PATRICK ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2017,215913,
Integrating AAT into TF-CBT for Maltreated Youth: A Randomized Feasibility Trial,NICHD,9322640,1R21HD091887-01,1,R21,HD,91887,1,,,10512420,"ALLEN, BRIAN J",Not Applicable,PENNSYLVANIA STATE UNIV HERSHEY MED CTR, ,2017,233031,
Function of bronchus-associated macrophages,NIAID,9387774,1R21AI130495-01A1,1,R21,AI,130495,1,A1,,9823629,"ALLEN, CHRISTOPHER DAVID CABALLERO",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2017,234712,
Employing Novel Porcine Models of Orthotopic Pancreatic Cancer to Evaluate Histotripsy Based Tumor Ablation Strategies,NIBIB,9807506,1R21EB028429-01,1,R21,EB,28429,1,,,9377796,"ALLEN, IRVING C",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2019,194262,
Kinetics of Ligand Binding in Dopamine D1 Receptor Biased Signaling,NIDA,9824957,1R21DA047643-01A1,1,R21,DA,47643,1,A1,,10531842,"ALLEN, JOHN A",Not Applicable,UNIVERSITY OF TEXAS MED BR GALVESTON, ,2019,197500,
Trehalose-6-phosphate phosphatase inhibitors as anti-helminthics,NIAID,9222517,1R21AI127623-01,1,R21,AI,127623,1,,,1925998,"ALLEN, KAREN N.",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2017,264607,
Physical Activity Pathway for Patients with Osteoarthritis in Primary Care,NIA,9528882,1R21AG056568-01A1,1,R21,AG,56568,1,A1,,8263384,"ALLEN, KELLI D.",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2018,240814,
Improving physical activity and gait symmetry after total knee arthroplasty,NIAMS,9733613,1R21AR074149-01A1,1,R21,AR,74149,1,A1,,8263384,"ALLEN, KELLI D. ","QUEEN, ROBIN M",UNIV OF NORTH CAROLINA CHAPEL HILL, ,2019,244222,
Francisella tularensis reprograms human neutrophils,NIAID,9503275,1R21AI137468-01,1,R21,AI,137468,1,,,1944822,"ALLEN, LEE-ANN H.",Not Applicable,UNIVERSITY OF IOWA, ,2018,228750,
In-vivo Assessment of Extracellular-Matrix-Based Micromachined Neuroelectrodes,NIBIB,9092465,1R21EB022209-01,1,R21,EB,22209,1,,,7158711,"ALLEN, MARK G.",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2016,241500,
CONTROL OF PERIPHERAL T CELL FUNCTION BY SELF-PEPTIDE/MHC,NIAID,9167976,1R21AI126150-01,1,R21,AI,126150,1,,,1864192,"ALLEN, PAUL MALONE",Not Applicable,WASHINGTON UNIVERSITY, ,2016,190625,
Immune Regulation by Bacteroides Polysaccharide Capsules,NIAID,9651408,1R21AI142257-01,1,R21,AI,142257,1,,,1864192,"ALLEN, PAUL MALONE ","MARTENS, ERIC C",WASHINGTON UNIVERSITY, ,2019,277680,
Shared Genetics and Histopathology of Familial Eosinophilic Esophagitis,NIAID,9585010,1R21AI139438-01,1,R21,AI,139438,1,,,8930577,"ALLEN-BRADY, KRISTINA LISA ","PETERSON, KATHRYN A",UNIVERSITY OF UTAH, ,2018,190521,
miRNA coordination of TGF-beta / Wnt signaling in osteocyte mechanotransduction,NIAMS,9392475,1R21AR070403-01A1,1,R21,AR,70403,1,A1,,1920099,"ALLISTON, TAMARA N",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2017,174350,
Plasma Cell Priming,NIAID,9403332,1R21AI133998-01,1,R21,AI,133998,1,,,1866883,"ALLMAN, DAVID M ","CANCRO, MICHAEL PAUL",UNIVERSITY OF PENNSYLVANIA, ,2017,241500,
Mechanisms Underlying the Onset and Maintenance of TMJ Pain,NIDCR,9662948,1R21DE027873-01A1,1,R21,DE,27873,1,A1,,8509197,"ALMARZA, ALEJANDRO JOSE ","GOLD, MICHAEL S",UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2019,195625,
Investigating Translational De-repression as a Mechanism to Increase Progranulin Levels in iPSC-derived Patient Neurons,NINDS,9807947,1R21NS112766-01,1,R21,NS,112766,1,,,12672600,"ALMEIDA, SANDRA ",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2019,460625,
Function and Mechanism of Viperin; a radical SAM antiviral protein,NIAID,9375148,1R21AI133329-01,1,R21,AI,133329,1,,,1864522,"ALMO, STEVEN C. ","GROVE, TYLER L","ALBERT EINSTEIN COLLEGE OF MEDICINE, INC", ,2017,250500,
Atrial fibrillation treatment in older adults,NIA,9472537,1R21AG058445-01,1,R21,AG,58445,1,,,9368176,"ALONSO, ALVARO ",Not Applicable,EMORY UNIVERSITY, ,2018,247123,
Regulation of innate immunity by a novel protein interaction network,NIAID,9667274,1R21AI132827-01A1,1,R21,AI,132827,1,A1,,9841739,"ALPER, SCOTT ",Not Applicable,NATIONAL JEWISH HEALTH, ,2019,244750,
Injectable Tissue-Specific Extracellular Matrix Hydrogel for Pelvic Skeletal Muscle Regeneration Following Birth Injury,NICHD,9472808,1R21HD094566-01,1,R21,HD,94566,1,,,8405537,"ALPERIN, MARIANNA  ","CHRISTMAN, KAREN L","UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2018,232500,
Role of stem cell derived microvesicles in alcoholic liver injury,NIAAA,9386910,1R21AA025157-01A1,1,R21,AA,25157,1,A1,,1900267,"ALPINI, GIANFRANCO D ","GLASER, SHANNON STROUD;MENG, FANYIN ",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR, ,2017,162170,
Role of cannabinoid receptor 1 in lung injury and resolution,NIAID,9837295,1R21AI147536-01,1,R21,AI,147536,1,,,2121229,"ALTEMEIER, WILLIAM A ","GHARIB, SINA A;MANICONE, ANNE M.",UNIVERSITY OF WASHINGTON, ,2019,264688,
Improving Antiretroviral Adherence and Persistence using mHealth Tools in HIV-infected Cocaine Users,NIDA,9064337,1R21DA039842-01A1,1,R21,DA,39842,1,A1,,1870165,"ALTICE, FREDERICK LEWIS",Not Applicable,YALE UNIVERSITY, ,2016,209375,
Modeling HCV/HIV transmission and Treatment as Prevention in U.S. Networks of People Who Inject Drugs,NIDA,9138241,1R21DA041953-01,1,R21,DA,41953,1,,,1870165,"ALTICE, FREDERICK LEWIS",Not Applicable,YALE UNIVERSITY, ,2016,221514,
A dedicated two dimensional antiscatter grid for CBCT in radiation therapy,NCI,9179536,1R21CA198462-01A1,1,R21,CA,198462,1,A1,,10427070,"ALTUNBAS, CEM ",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2016,202928,
A mouse model to study Renshaw cell function,NINDS,9508013,1R21NS106209-01,1,R21,NS,106209,1,,,1901396,"ALVAREZ, FRANCISCO J",Not Applicable,EMORY UNIVERSITY, ,2018,234000,
MR Imaging of Blood Flow in Pulsatile Tinnitus,NIDCD,9388169,1R21DC016087-01A1,1,R21,DC,16087,1,A1,,14582593,"AMANS, MATTHEW  ","SALONER, DAVID A","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2017,237750,
Transarterial Immunomodulatory Embolization: A novel approach to cancer therapy,NIBIB,9093424,1R21EB022291-01,1,R21,EB,22291,1,,,3155398,"AMEER, GUILLERMO ANTONIO",Not Applicable,NORTHWESTERN UNIVERSITY, ,2016,238870,
Modeling the stress-biome-brain axis in the consequences of early life trauma,NIMH,9821596,1R21MH118597-01A1,1,R21,MH,118597,1,A1,,8231350,"AMENT, SETH ABRAMS ","DE TOLLA, LOUIS JAMES;ELMER, GREGORY I",UNIVERSITY OF MARYLAND BALTIMORE, ,2019,231602,
The Role of Glycogen Metabolism in Supporting Dendritic Cell Immune Function,NIAID,9529995,1R21AI135385-01A1,1,R21,AI,135385,1,A1,,10191591,"AMIEL, EYAL ",Not Applicable,UNIVERSITY OF VERMONT & ST AGRIC COLLEGE, ,2018,230382,
Role of novel adherens junction proteins in susceptibility to S. aureus alpha-toxin,NIAID,9033347,1R21AI117255-01A1,1,R21,AI,117255,1,A1,,1927468,"AMIEVA, MANUEL R",Not Applicable,STANFORD UNIVERSITY, ,2016,200630,
Reprogramming Tumor-Associated Macrophages in PDAC with MicroRNA Nano-Vectors,NCI,9382014,1R21CA213114-01A1,1,R21,CA,213114,1,A1,,1966327,"AMIJI, MANSOOR M ","MACKENZIE, GERARDO GUILLERMO",NORTHEASTERN UNIVERSITY, ,2017,170738,
4D MR Imaging of Flow and Hemodynamics in Aortic Stenosis,NHLBI,9181250,1R21HL132263-01A1,1,R21,HL,132263,1,A1,,1880208,"AMINI, AMIR A",Not Applicable,UNIVERSITY OF LOUISVILLE, ,2016,231000,
Gustatory Receptors sense RNA and ribonucleic acid metabolites as nutrients and signaling molecules during rapid growth,NIDCD,9090249,1R21DC015327-01,1,R21,DC,15327,1,,,6091077,"AMREIN, HUBERT O",Not Applicable,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR, ,2016,185625,
Naturalistic Data Collection In The SmartPlayroom,NIMH,9373088,1R21MH113870-01,1,R21,MH,113870,1,,,8465923,"AMSO, DIMA  ","SERRE, THOMAS ",BROWN UNIVERSITY, ,2017,243750,
Rapid Sequencing of Sulfated Glycans By CE-MS/MS,NHLBI,9165799,1R21HL136271-01,1,R21,HL,136271,1,,,1984064,"AMSTER, I JONATHAN",Not Applicable,UNIVERSITY OF GEORGIA, ,2016,311963,
Parallel Selective Capture of Single Circulating Melanoma Cells and Integrated On-Chip Determination of Mutational Status,NIBIB,9809973,1R21EB028583-01,1,R21,EB,28583,1,,,10419655,"ANAND, ROBBYN KIMBERLY",Not Applicable,IOWA STATE UNIVERSITY, ,2019,212079,
A Nanoscale Plasmonic-Gold Platform for Specific Diagnosis of Zika and Differentiation from other Flavivirus Infections,NIAID,9336209,1R21AI131689-01,1,R21,AI,131689,1,,,14942005,"ANANTA, JEYARAMA  ","PINSKY, BENJAMIN ","NIRMIDAS BIOTECH, INC.", ,2017,229113,
The mechanistic role of increased glycosaminoglycans in post-fatigue damaged tendons,NIAMS,9825083,1R21AR074602-01A1,1,R21,AR,74602,1,A1,,8097666,"ANDARAWIS-PURI, NELLY ",Not Applicable,CORNELL UNIVERSITY, ,2019,209643,
Behavior-dependent neuromodulation of retinogeniculate axonal boutons,NEI,9722481,1R21EY030243-01,1,R21,EY,30243,1,,,11588574,"ANDERMANN, MARK L ","CHEN, CHINFEI ",BETH ISRAEL DEACONESS MEDICAL CENTER, ,2019,238800,
An epidermal mechanism for digit separation,NIAMS,9329067,1R21AR069962-01A1,1,R21,AR,69962,1,A1,,7936423,"ANDERSEN, BOGI ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2017,203940,
Discovery and validation of avermectin resistance loci in free-living and parasitic nematodes,NIAID,9182227,1R21AI121836-01A1,1,R21,AI,121836,1,A1,,7075010,"ANDERSEN, ERIK CHRISTIAN",Not Applicable,NORTHWESTERN UNIVERSITY, ,2016,238327,
Potential role of lysosomal ATP13A2 in cellular iron homeostasis,NINDS,9185883,1R21NS095758-01A1,1,R21,NS,95758,1,A1,,7738718,"ANDERSEN, JULIE KAY",Not Applicable,BUCK INSTITUTE FOR RESEARCH ON AGING, ,2016,291000,
Analysis of Zika virus emergence and functional evolution in the Americas,NIAID,9511348,1R21AI137690-01,1,R21,AI,137690,1,,,10971328,"ANDERSEN, KRISTIAN GRAUGAARD",Not Applicable,SCRIPPS RESEARCH INSTITUTE, ,2018,295281,
Utilization Management in the Medicare Part D Program,NIA,9601322,1R21AG058132-01A1,1,R21,AG,58132,1,A1,,9226925,"ANDERSEN, MARTIN S",Not Applicable,UNIVERSITY OF NORTH CAROLINA GREENSBORO, ,2018,218250,
Developmental exposure to inhaled marijuana,NIDA,9563592,1R21DA041833-01A1,1,R21,DA,41833,1,A1,,1960833,"ANDERSEN, SUSAN L",Not Applicable,MCLEAN HOSPITAL, ,2018,246000,
Improved High Field MRI Using Internal Traveling Wave Synthesis,NIBIB,9530309,1R21EB024311-01A1,1,R21,EB,24311,1,A1,,1938650,"ANDERSON, ADAM W",Not Applicable,VANDERBILT UNIVERSITY, ,2018,240740,
Viral immunocapture and isolation of virus from CSF lymphoid and myeloid cells to better understand HIV in the central nervous system,NIMH,9623816,1R21MH118092-01,1,R21,MH,118092,1,,,8055790,"ANDERSON, ALBERT ",Not Applicable,EMORY UNIVERSITY, ,2018,244868,
In Vivo Arthrokinematics of Total Ankle Replacement and Ankle Arthrodesis,NIAMS,9242988,1R21AR069773-01A1,1,R21,AR,69773,1,A1,,8275972,"ANDERSON, ANDREW EDWARD",Not Applicable,UNIVERSITY OF UTAH, ,2017,199815,
Cardiac Dysfunction in Epileptogenesis,NINDS,9746435,1R21NS104665-01A1,1,R21,NS,104665,1,A1,,7354344,"ANDERSON, ANNE E",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2019,439250,
Multimodal (PET/MR/NIR) imaging supported drug delivery in inflammatory diseases,NIBIB,9195191,1R21EB023104-01,1,R21,EB,23104,1,,,1880769,"ANDERSON, CAROLYN J. ","JANJIC, JELENA M",UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2016,228000,
Seminal Microbiota Associated with Inflammation and HIV Transmission,NIAID,9221010,1R21AI127706-01,1,R21,AI,127706,1,,,1870555,"ANDERSON, DEBORAH J",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,2016,246750,
Development of a Host Targeted Therapeutic for Pneumonic Plague,NIAID,9452650,1R21AI133450-01A1,1,R21,AI,133450,1,A1,,1875273,"ANDERSON, DEBORAH M",Not Applicable,UNIVERSITY OF MISSOURI-COLUMBIA, ,2018,180684,
Toxic neurotransmitter metabolites in aged and diabetic human myocardium,NIA,9384405,1R21AG057006-01,1,R21,AG,57006,1,,,9777963,"ANDERSON, ETHAN JOHN ","DOORN, JONATHAN A",UNIVERSITY OF IOWA, ,2017,228750,
Hurricane Harvey DR2: Individual Chemical Exposure Assessments,NIEHS,9574673,1R21ES029460-01,1,R21,ES,29460,1,,,10004092,"ANDERSON, KIM A.",Not Applicable,OREGON STATE UNIVERSITY, ,2018,234087,
Deaf ACCESS: Adapting Consent through Community Engagement and State-of-the-art Simulation,NIDCD,9167573,1R21DC015580-01,1,R21,DC,15580,1,,,12108902,"ANDERSON, MELISSA LEE",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2016,267127,
Genetic modifiers of Cep290-mediated retinal degeneration,NEI,9616583,1R21EY029609-01,1,R21,EY,29609,1,,,8290427,"ANDERSON, MICHAEL G",Not Applicable,UNIVERSITY OF IOWA, ,2018,228750,
Age-related changes in neural encoding and perception of temporal speech cues,NIDCD,9230515,1R21DC015843-01,1,R21,DC,15843,1,,,10313626,"ANDERSON, SAMIRA B",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2016,145336,
A novel system for the study of Neuro-HIV; human stem cell derived microglia,NINDS,9644666,1R21NS107594-01A1,1,R21,NS,107594,1,A1,,7965945,"ANDERSON, STEWART A ","JORDAN-SCIUTTO, KELLY L",CHILDREN'S HOSP OF PHILADELPHIA, ,2018,262358,
Antiviral immunity in the Zika virus mosquito vector,NIAID,9278405,1R21AI129863-01,1,R21,AI,129863,1,,,1858796,"ANDINO, RAUL ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2017,237750,
EV71 intra-host evolution; attenuation and vaccine development,NIAID,9721783,1R21AI144144-01,1,R21,AI,144144,1,,,1858796,"ANDINO, RAUL ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2019,240438,
Role of Cx43 signaling in cerebral cavernous malformation type-3 lesion,NINDS,9164800,1R21NS098066-01,1,R21,NS,98066,1,,,7032824,"ANDJELKOVIC-ZOCHOWSKA, ANUSKA V.",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2016,226151,
Connexin-43 isoform Cx43-20kDA in cerebral cavernous malformation type-3,NINDS,9723874,1R21NS111205-01,1,R21,NS,111205,1,,,7032824,"ANDJELKOVIC-ZOCHOWSKA, ANUSKA V.",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2019,419389,
Serotonin-Glutamate Co-transmission in the hippocampus,NIMH,9668498,1R21MH116280-01A1,1,R21,MH,116280,1,A1,,6936807,"ANDRADE, RODRIGO ",Not Applicable,WAYNE STATE UNIVERSITY, ,2019,231000,
Personalized Behavioral Modifications Algorithm and Software Based on Analysis and Computer Simulation of Voiding Patterns in Patients with Lower Urinary Tract Symptoms,NIDDK,9725165,1R21DK121065-01,1,R21,DK,121065,1,,,9191537,"ANDREEV, VICTOR P.",Not Applicable,ARBOR RESEARCH COLLABORATIVE FOR  HEALTH, ,2019,199444,
Multimerization of the B cell kinase BTK; a preorganized signaling unit,NIAID,9586213,1R21AI140101-01,1,R21,AI,140101,1,,,1891811,"ANDREOTTI, AMY H",Not Applicable,IOWA STATE UNIVERSITY, ,2018,191042,
Establishing efficient technologies for ovarian cancer organoid derivation from fresh tumor resections,NCI,9795857,1R21CA240219-01,1,R21,CA,240219,1,,,10414974,"ANDRES-MARTIN, LAURA ",Not Applicable,NEW YORK STEM CELL FOUNDATION, ,2019,195750,
Linking environmental contamination to residential history for risk identification,NCI,9742841,1R21CA230875-01A1,1,R21,CA,230875,1,A1,,7979024,"ANDREW, ANGELINE SANDERSON",Not Applicable,DARTMOUTH-HITCHCOCK CLINIC, ,2019,209012,
Skeletal muscle repair after injury and Niemann-Pick type A/B Disease,NIAMS,9386970,1R21AR071011-01A1,1,R21,AR,71011,1,A1,,1882078,"ANDREWS, NORMA WINDSOR",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2017,212888,
Defining the molecular mechanisms of MacAB in protection of Salmonella from oxidative stress,NIAID,9092827,1R21AI123965-01,1,R21,AI,123965,1,,,1928026,"ANDREWS-POLYMENIS, HELENE L",Not Applicable,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR, ,2016,222750,
Optimization of Compounds that Stabilize the SMN Protein for Treatment of SMA,NINDS,9026365,1R21NS095139-01,1,R21,NS,95139,1,,,1888661,"ANDROPHY, ELLIOT J ","HODGETTS, KEVIN ;LORSON, CHRISTIAN L.",INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2016,431954,
GLP-1 Agonism for Blocking Cocaine Euphoria and Self-Administration,NIDA,9181979,1R21DA040914-01A1,1,R21,DA,40914,1,A1,,12278701,"ANGARITA, GUSTAVO ADOLFO",Not Applicable,YALE UNIVERSITY, ,2016,209375,
Enzymatic Tools for 2D Tissue Localized and Deeper Proteomic Sequencing of Cancer Stromal Proteins,NCI,9794266,1R21CA240148-01,1,R21,CA,240148,1,,,9178816,"ANGEL, PEGGY M",Not Applicable,MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2019,240149,
Inertial and multisensory influences on entorhinal grid cells,NINDS,9163935,1R21NS098146-01,1,R21,NS,98146,1,,,1863454,"ANGELAKI, DORA ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2016,237750,
The Impact of Ebola Infection on Demographic and Social Outcomes in Sierra Leone,NICHD,9725212,1R21HD098504-01,1,R21,HD,98504,1,,,10840805,"ANGLEWICZ, PHILIP ANTHONY ","MOSES, LINA MICHIKO",JOHNS HOPKINS UNIVERSITY, ,2019,264378,
Enhancing cognitive control abilities using mobile technology in a senior living community,NIA,9669280,1R21AG058896-01A1,1,R21,AG,58896,1,A1,,8003762,"ANGUERA, JOAQUIN A ","GAZZALEY, ADAM H","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2019,280510,
Expression of X-linked autoimmunity genes in B cells during female-biased autoimmunity,NIAID,9244999,1R21AI124084-01A1,1,R21,AI,124084,1,A1,,10752737,"ANGUERA, MONTSERRAT C",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2017,241500,
FLOAT System to Study Salivary Gland Cancer Invasion,NIDCR,9505791,1R21DE027713-01,1,R21,DE,27713,1,,,1877351,"ANN, DAVID K ","LIN, HER HELEN",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE, ,2018,259500,
TEST-RETEST RELIABILITY OF PUTATIVE FMRI ENDOPHENOTYPES FOR SUBSTANCE ABUSE RISK,NIDA,9035991,1R21DA038834-01A1,1,R21,DA,38834,1,A1,,1867290,"ANOKHIN, ANDREY P.",Not Applicable,WASHINGTON UNIVERSITY, ,2016,205875,
Laser Capture as a Novel Tool to Dissect B Cell Roles in Rheumatoid Arthritis,NIAMS,9305474,1R21AR071670-01,1,R21,AR,71670,1,,,1927533,"ANOLIK, JENNIFER HOWITT",Not Applicable,UNIVERSITY OF ROCHESTER, ,2017,203280,
High Resolution and Functional MRI Assessment of Intracranial Atherosclerotic Plaque,NHLBI,9019336,1R21HL130969-01,1,R21,HL,130969,1,,,10936402,"ANSARI, SAMEER A",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2016,231750,
Global analysis of T cell post-transcriptional regulatory elements,NIAID,9469882,1R21AI128047-01A1,1,R21,AI,128047,1,A1,,9344360,"ANSEL, KARL MARK",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2018,239875,
Sustained Delivery of Microbes to Treat Ulcerative Colitis,NIDDK,9876078,1R21DK123583-01,1,R21,DK,123583,1,,,12469015,"ANSELMO, AARON C",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2019,188520,
Development of Placental Glucose Transport Deficiency in an Animal Model,NICHD,9658173,1R21HD094952-01A1,1,R21,HD,94952,1,A1,,1921178,"ANTHONY, RUSSELL V",Not Applicable,COLORADO STATE UNIVERSITY, ,2019,184592,
Connexin Channels in Human Neurons,NIMH,9035045,1R21MH104775-01A1,1,R21,MH,104775,1,A1,,1890453,"ANTIC, SRDJAN D",Not Applicable,UNIVERSITY OF CONNECTICUT SCH OF MED/DNT, ,2016,235950,
An Ultra-Thin Molecular Imaging Skin for Intraoperative Imaging of Microscopic Residual Disease in Cancer,NIBIB,9652589,1R21EB027238-01,1,R21,EB,27238,1,,,12633120,"ANWAR, MEKHAIL ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2019,192456,
Linking local variation in marijuana and opioid policies to health outcomes,NIDA,9669708,1R21DA046051-01A1,1,R21,DA,46051,1,A1,,9544621,"APOLLONIO, DOROTHY ELINOR ","RAMO, DANIELLE E","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2019,240438,
Mechanisms of Neuron-Glia Synaptic Communication,NINDS,9682208,1R21NS110213-01,1,R21,NS,110213,1,,,1871531,"APPEL, BRUCE H",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2018,233250,
Sugarcane workers; medical visits; and kidney function,NIOSH,9092389,1R21OH011120-01,1,R21,OH,11120,1,,,9154974,"APPLEBAUM, KATIE M.",Not Applicable,GEORGE WASHINGTON UNIVERSITY, ,2016,216153,
FGF SIGNALING IN OCULAR NEOVASCULARIZATION,NEI,9088858,1R21EY026707-01,1,R21,EY,26707,1,,,7940358,"APTE, RAJENDRA S",Not Applicable,WASHINGTON UNIVERSITY, ,2016,190625,
A Novel Values-based Intervention to Increase Endocrine Therapy Adherence among Breast Cancer Survivors,NCI,9529159,1R21CA218723-01A1,1,R21,CA,218723,1,A1,,10937055,"ARCH, JOANNA J",Not Applicable,UNIVERSITY OF COLORADO, ,2018,207450,
