NIHID	NAME	Organization	Project.Title	FY	Activity	Award Category	Source	Other.PI.or.Project.Leader.s.	Project.Number	ARRA.Indicator	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	Stats	Administering..IC	Application.ID	Type	IC	Serial.Number	Support.Year	Suffix	Subproject.Number
10921478	"BRADY, ROSCOE O."	Beth Israel Deaconess Medical Center	Network Mediation of Experiential and Expressive Deficits in Psychotic Disorders	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH116170-01A1	NA	579975	NA	Include	NIMH	9662642	1	MH	116170	1	A1	NA
10483112	"BRAGIN, DENIS E."	University Of New Mexico Health Scis Ctr	Brain Injury Treatment by Modulation of Hemodynamics With Blood Soluble Drag Reducing Molecules	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS112808-01	NA	334869	NA	Include	NINDS	9803305	1	NS	112808	1		NA
7596495	"BREAULT, DAVID T"	Boston Children's Hospital	Regulation of the Intestinal Stem Cells During Regeneration	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK119488-01A1	NA	474521	NA	Include	NIDDK	9823110	1	DK	119488	1	A1	NA
10366471	"BRENNAND, KRISTEN JENNIFER "	Icahn School Of Medicine At Mount Sinai	Cell-type-specific NRXN1alpha alternative splicing changes in psychiatric disease	2019	R01	R01Equiv	NIH	"FANG, GANG ;SLESINGER, PAUL A"	1R01MH121074-01	NA	812916	NA	Include	NIMH	9839721	1	MH	121074	1		NA
1860775	"BRENNER, MICHAEL B."	Brigham And Women's Hospital	Deciphering Pathways Driving Inflammatory Fibroblast Effector Functions in RA	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR073833-01A1	NA	383789	NA	Include	NIAMS	9740087	1	AR	73833	1	A1	NA
9494436	"BRINKLEY, TINA E"	Wake Forest University Health Sciences	Dietary Effects on Imaging and Fluid-based Biomarkers of the Adipose-Brain Axis in Alzheimers Disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG064014-01	NA	676042	NA	Include	NIA	9801416	1	AG	64014	1		NA
10796390	"BRINKMAN, TARA M "	St. Jude Children's Research Hospital	Neurostimulation in Adult Survivors of Childhood Leukemia	2019	R01	R01Equiv	NIH	"KRULL, KEVIN R"	1R01CA239630-01	NA	678616	NA	Include	NCI	9765009	1	CA	239630	1		NA
10689890	"BRITTAIN, EVAN L "	Vanderbilt University Medical Center	Clinical; Genetic; and Proteomic Risk Factors for Pulmonary Hypertension in Heart Failure	2019	R01	R01Equiv	NIH	"FREIBERG, MATTHEW S"	1R01HL146588-01	NA	871041	NA	Include	NHLBI	9715743	1	HL	146588	1		NA
1871417	"BRITTENHAM, GARY M "	Columbia University Health Sciences	Daily vitamin D for sickle-cell respiratory complications: Phase 2: IND107584 - 11/14/17	2019	R01	R01Equiv	NIH	"LEE, MARGARET T"	1R01FD006372-01	NA	498695	NA	Include	FDA	9637270	1	FD	6372	1		NA
8681158	"BROCK, KRISTY  "	University Of Tx Md Anderson Can Ctr	Anatomical Modeling to Improve the Precision of Image Guided Liver Ablation	2019	R01	R01Equiv	NIH	"ODISIO, BRUNO C"	1R01CA235564-01A1	NA	362435	NA	Include	NCI	9815803	1	CA	235564	1	A1	NA
9830468	"BROOKS, CRAIG ROBERT"	Vanderbilt University Medical Center	The role of cyclin G1 in chronic kidney disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK121101-01	NA	382500	NA	Include	NIDDK	9713703	1	DK	121101	1		NA
1895543	"BROWN, DENNIS "	Massachusetts General Hospital	Defining protein:protein interactions for the regulation of renal V-ATPase function: role in expression; assembly and trafficking.	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK121848-01	NA	529265	NA	Include	NIDDK	9799364	1	DK	121848	1		NA
1862801	"BROWN, E SHERWOOD  "	Ut Southwestern Medical Center	Exploring the Effects of Corticosteroids on the Human Hippocampus using Neurocognitive Testing and High-Resolution Brain Imaging	2019	R01	R01Equiv	NIH	"YASSA, MICHAEL A"	1R01MH115932-01A1	NA	817036	NA	Include	NIMH	9738726	1	MH	115932	1	A1	NA
8087287	"BROWN, JONATHAN MARK"	Cleveland Clinic Lerner Com-Cwru	The Role of Bacterial Choline Metabolism in Host Stress Responses	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK120679-01	NA	389246	NA	Include	NIDDK	9711448	1	DK	120679	1		NA
1887179	"BUCHMAN, ARON S"	Rush University Medical Center	Elucidating the molecular drivers of impaired mobility within and outside the CNS in Alzheimer?s disease and related disorders	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG059732-01A1	NA	711340	NA	Include	NIA	9739988	1	AG	59732	1	A1	NA
8085875	"BUDDE, MATTHEW D"	Medical College Of Wisconsin	Noninvasive Spinal Cord Perfusion Techniques with MRI	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS109090-01	NA	332441	NA	Include	NINDS	9636972	1	NS	109090	1		NA
10914269	"BUHRLAGE, SARA J "	Dana-Farber Cancer Inst	Novel Screening Platform for Discovery of DUB Targeting Probes	2019	R01	R01Equiv	NIH	"MARTO, JARROD A."	1R01CA233800-01A1	NA	629796	NA	Include	NCI	9816851	1	CA	233800	1	A1	NA
1923341	"BULYK, MARTHA L"	Brigham And Women's Hospital	Impact of Coding Variation on Transcription Factor - DNA Recognition	2019	R01	R01Equiv	NIH	Not Applicable	1R01HG010501-01	NA	841039	NA	Include	NHGRI	9714895	1	HG	10501	1		NA
10347321	"BUNYAVANICH, SUPINDA "	Icahn School Of Medicine At Mount Sinai	Gut Microbiome Dynamics in Peanut Allergy	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI147028-01	NA	821533	NA	Include	NIAID	9797739	1	AI	147028	1		NA
11327291	"BURWITZ, BENJAMIN J"	Oregon Health & Science University	Adoptive MHC-E-Restricted T Cell Therapy for the Treatment of Chronic Hepatitis B Virus Infection	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI144008-01A1	NA	663585	NA	Include	NIAID	9833432	1	AI	144008	1	A1	NA
9206261	"BUSINELLE, MICHAEL S."	University Of Oklahoma Hlth Sciences Ctr	Smartphone Based Smoking Cessation Intervention for Socioeconomically Disadvantaged Adults	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA221819-01A1	NA	543718	NA	Include	NCI	9659157	1	CA	221819	1	A1	NA
8582351	"BUU, YUH-PEY ANNE "	University Of Texas Hlth Sci Ctr Houston	Methodology and measurement for examining short-term and long-term effects of e-cigarette and polysubstance use	2019	R01	R01Equiv	NIH	"LIN, HSIEN-CHANG "	1R01DA049154-01	NA	606098	NA	Include	NIDA	9811136	1	DA	49154	1		NA
10506744	"BYRNE, ALEXANDRA "	Univ Of Massachusetts Med Sch Worcester	Mechanisms of Functional Axon Regeneration	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS110936-01	NA	366406	NA	Include	NINDS	9716176	1	NS	110936	1		NA
9181504	"CAI, DENISE JADE"	Icahn School Of Medicine At Mount Sinai	How does the brain maximize storage capacity?	2019	DP2	R01Equiv	NIH	Not Applicable	1DP2MH122399-01	NA	2542497	NA	Include	NIMH	9782043	1	MH	122399	1		NA
9763898	"CAI, DONGSHENG "	Albert Einstein College Of Medicine	Hypothalamic NF-kB and astrocytic programs in obesity	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK121435-01	NA	523420	NA	Include	NIDDK	9758638	1	DK	121435	1		NA
2708012	"CAIRO, MITCHELL S."	New York Medical College	CMV; ADV and EBV Viral Cytotoxic T-Lymphocytes Generated by a Novel Cytokine Capture System in Children;  Adolescents and Young Adults with Refractory Viral Infection and T-Cell Immunodeficiency	2019	R01	R01Equiv	NIH	Not Applicable	1R01FD006363-01A1	NA	423128	NA	Include	FDA	9807591	1	FD	6363	1	A1	NA
8228556	"CALDWELL, KEVIN K."	University Of New Mexico Health Scis Ctr	Sex-dependent effects of prenatal alcohol exposure on developmental programming	2019	R01	R01Equiv	NIH	Not Applicable	1R01AA026583-01A1	NA	335774	NA	Include	NIAAA	9736146	1	AA	26583	1	A1	NA
9196918	"CAMPBELL, JOSHUA D "	Boston University Medical Campus	Integrative clustering of cells and samples using multi-modal single-cell data	2019	R01	R01Equiv	NIH	"YAJIMA, MASANAO "	1R01LM013154-01	NA	358875	NA	Include	NLM	9801687	1	LM	13154	1		NA
2048246	"CAMPBELL, KIRK N"	Icahn School Of Medicine At Mount Sinai	Hippo-YAP in podocyte health and disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK122807-01A1	NA	507371	NA	Include	NIDDK	9917038	1	DK	122807	1	A1	NA
10413112	"CAO, DIAN "	Ut Southwestern Medical Center	Intracellular immunity; cytosolic DNA sensing by cyclic GAMP synthase; and macrophages in ischemic injury and cardiac remodeling	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL145298-01A1	NA	405000	NA	Include	NHLBI	9819252	1	HL	145298	1	A1	NA
9180783	"CARAVAN, PETER D"	Massachusetts General Hospital	Molecular MR Imaging of Hepatic Fibrogenesis	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK121789-01	NA	651816	NA	Include	NIDDK	9798425	1	DK	121789	1		NA
10881460	"CARLSON, JORDAN A."	"Children's Mercy Hosp (Kansas City, Mo)"	Characterization of Sedentary Patterns and Cardiovascular Disease Risk Markers in Hispanics/Latinos	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL148463-01	NA	1671646	NA	Include	NHLBI	9795779	1	HL	148463	1		NA
8010461	"CASTILLO, ALESHA B."	New York University School Of Medicine	Osteo-Angio Coupling During Bone Repair - Resubmission - 1	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR073864-01A1	NA	519294	NA	Include	NIAMS	9819330	1	AR	73864	1	A1	NA
6099001	"CASTRILLON, DIEGO H"	Ut Southwestern Medical Center	Polymerase-mediated ultramutagenesis and carcinogenesis in mice	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA237405-01	NA	552634	NA	Include	NCI	9714284	1	CA	237405	1		NA
1858426	"CEPKO, CONSTANCE L"	Harvard Medical School	AAV Induced Toxicity in the Eye	2019	R01	R01Equiv	NIH	Not Applicable	1R01EY029348-01A1	NA	418508	NA	Include	NEI	9739745	1	EY	29348	1	A1	NA
8004360	"CERDA, MAGDALENA  "	New York University School Of Medicine	Examining the synergistic effects of cannabis and prescription opioid policies on chronic pain; opioid prescribing; and opioid overdose	2019	R01	R01Equiv	NIH	"MARTINS, SILVIA SABOIA"	1R01DA045872-01A1	NA	730253	NA	Include	NIDA	9675811	1	DA	45872	1	A1	NA
1883862	"CESARMAN, ETHEL  "	Weill Medical Coll Of Cornell Univ	Role of novel onco-histone mutations in B-cell malignancies	2019	R01	R01Equiv	NIH	"ALLIS, CHARLES DAVID"	1R01CA234561-01A1	NA	682229	NA	Include	NCI	9819477	1	CA	234561	1	A1	NA
1887346	"CHAIKOF, ELLIOT "	Beth Israel Deaconess Medical Center	Clot-Targeted Antithrombotics for Venous Thromboprophylaxis	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL147855-01	NA	422750	NA	Include	NHLBI	9795082	1	HL	147855	1		NA
11244508	"CHALUVALLY RAGHAVAN, PRADEEP "	Medical College Of Wisconsin	Role of RNA activation in Tumor Progression and Metastasis	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA229907-01A1	NA	353568	NA	Include	NCI	9816045	1	CA	229907	1	A1	NA
9651025	"CHAMBERLAIN, STORMY JO "	University Of Connecticut Sch Of Med/Dnt	Molecular underpinnings of Prader-Willi syndrome	2019	R01	R01Equiv	NIH	"CARMICHAEL, GORDON G;COTNEY, JUSTIN LEE"	1R01HD099975-01	NA	585124	NA	Include	NICHD	9821604	1	HD	99975	1		NA
10543242	"CHAN, GARY CHING TAO"	Upstate Medical University	Mechanisms of HCMV-induced monocyte-to-macrophage differentiation.	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI141460-01	NA	571406	NA	Include	NIAID	9639428	1	AI	141460	1		NA
1899036	"CHAN, JOHN R."	Albert Einstein College Of Medicine	IgM in the regulation of TB immunity	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI139297-01A1	NA	700549	NA	Include	NIAID	9740312	1	AI	139297	1	A1	NA
9557351	"CHANG, AUDREY N"	Ut Southwestern Medical Center	Modulation of Cardiac Function by Myosin Light Chain Kinases and Phosphatases	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL146757-01	NA	370362	NA	Include	NHLBI	9712586	1	HL	146757	1		NA
10778011	"CHANG, ERIC Y"	Veterans Medical Research Fdn/San Diego	Three-dimensional Ultrashort Echo Time Magnetic Resonance Imaging of Entheses	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR075825-01	NA	365750	NA	Include	NIAMS	9803496	1	AR	75825	1		NA
9607222	"CHANG, GREGORY "	New York University School Of Medicine	MRI of Proximal Femur Bone Quality for Monitoring Short-Term Response to Osteoporosis Therapy	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR073851-01A1	NA	558834	NA	Include	NIAMS	9739857	1	AR	73851	1	A1	NA
6937362	"CHAO, MOSES VICTOR"	New York University School Of Medicine	Targets of Oxytocin Receptor Signaling	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH119136-01	NA	467889	NA	Include	NIMH	9713415	1	MH	119136	1		NA
1869894	"CHAPPELL, MARK C "	Wake Forest University Health Sciences	Uric Acid; Klotho and Salt Sensitivity in Young Adults Born Preterm	2019	R01	R01Equiv	NIH	"WASHBURN, LISA "	1R01HL146818-01A1	NA	774719	NA	Include	NHLBI	9840251	1	HL	146818	1	A1	NA
14349462	"CHATZIZISIS, IOANNIS S"	University Of Nebraska Medical Center	Patient-Specific Simulations to Guide Coronary Bifurcation Stenting	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL144690-01A1	NA	824164	NA	Include	NHLBI	9762418	1	HL	144690	1	A1	NA
1877367	"CHAUDHARI, NIRUPA "	University Of Miami School Of Medicine	Mapping gustatory neuron types.	2019	R01	R01Equiv	NIH	Not Applicable	1R01DC017303-01A1	NA	461199	NA	Include	NIDCD	9739547	1	DC	17303	1	A1	NA
10600610	"CHAVAN, SANGEETA S."	Feinstein Institute For Medical Research	The ion channel TRPA1 is required for suppression of inflammation in sepsis	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM132672-01	NA	335000	NA	Include	NIGMS	9715380	1	GM	132672	1		NA
11037106	"CHEAL, SARAH "	Sloan-Kettering Inst Can Research	DOTA-based pre-targeting of alpha emitters	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA233896-01	NA	695137	NA	Include	NCI	9643270	1	CA	233896	1		NA
8225377	"CHEN, BENJAMIN PING-CHI"	Ut Southwestern Medical Center	DNA-PKcs and PIDD interaction in DNA damage response	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA233594-01A1	NA	370575	NA	Include	NCI	9817463	1	CA	233594	1	A1	NA
8576057	"CHEN, CHUO "	Ut Southwestern Medical Center	Explore the therapeutic potential of small-molecule immune modulators	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA226419-01A1	NA	387977	NA	Include	NCI	9660282	1	CA	226419	1	A1	NA
12055257	"CHEN, HAN  "	University Of Texas Hlth Sci Ctr Houston	Methods and Software for Large-Scale Gene-Environment Interaction Studies	2019	R01	R01Equiv	NIH	"MANNING, ALISA KNODLE"	1R01HL145025-01A1	NA	827719	NA	Include	NHLBI	9816600	1	HL	145025	1	A1	NA
9661282	"CHEN, HONG  "	Boston Children's Hospital	Molecular Regulation of Atherosclerosis	2019	R01	R01Equiv	NIH	"SRIVASTAVA, SANJAY "	1R01HL146134-01	NA	880438	NA	Include	NHLBI	9686265	1	HL	146134	1		NA
10633017	"CHEN, MIAOHSUEH "	Baylor College Of Medicine	Genetic and Functional Investigation of Supraclavicular Brown Adipose Tissue	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK116899-01A1	NA	350000	NA	Include	NIDDK	9659083	1	DK	116899	1	A1	NA
10926142	"CHEN, SHUIBING "	Weill Medical Coll Of Cornell Univ	Metallothionein 1E as a Central Regulator of Human Pancreatic Beta Cell Function and Survival	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK119667-01A1	NA	432225	NA	Include	NIDDK	9818899	1	DK	119667	1	A1	NA
12011233	"CHEN, XI "	Baylor College Of Medicine	Mechanism and Function of Endoplasmic Reticulum Protein Quality Control Machinery In The Maintenance of Hematopoietic Stem Cells	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL146642-01	NA	522632	NA	Include	NHLBI	9713664	1	HL	146642	1		NA
7736889	"CHEN, XIN JIE "	Upstate Medical University	Mechanism of Mitochondria-induced Progressive Muscle Wasting	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG061204-01	NA	425723	NA	Include	NIA	9641047	1	AG	61204	1		NA
8413767	"CHEN, YI-GUANG "	Medical College Of Wisconsin	Shaping diabetogenic T cells by IL-27 in type 1 diabetes	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK121747-01	NA	394760	NA	Include	NIDDK	9797436	1	DK	121747	1		NA
10338943	"CHEN, YIWEN "	University Of Tx Md Anderson Can Ctr	Integrative approaches for decoding the function and regulation of unconventional RNA translation	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM130838-01A1	NA	344261	NA	Include	NIGMS	9816361	1	GM	130838	1	A1	NA
10576401	"CHEN, YOU "	Vanderbilt University Medical Center	Discovering Care Coordination Practice Patterns in the EMR: Interpretation and Impact on Patient Outcomes	2019	R01	R01Equiv	NIH	Not Applicable	1R01LM012854-01A1	NA	369750	NA	Include	NLM	9660099	1	LM	12854	1	A1	NA
10214983	"CHEN, ZHENG  "	University Of Texas Hlth Sci Ctr Houston	Role of the circadian oscillator in AD neuropathological and behavioral alterations	2019	RF1	R01Equiv	NIH	"SOTO, CLAUDIO "	1RF1AG061901-01	NA	3636775	NA	Include	NIA	9674177	1	AG	61901	1		NA
1955295	"CHEN, ZHENG-YI "	Massachusetts Eye And Ear Infirmary	Development of Genome Editing as Treatment for Genetic Hearing Loss	2019	R01	R01Equiv	NIH	Not Applicable	1R01DC016875-01A1	NA	520571	NA	Include	NIDCD	9657916	1	DC	16875	1	A1	NA
8842608	"CHEN, ZHIBIN "	University Of Miami School Of Medicine	Mucosal surface and skin protection by MHC class I-based immune regulation	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI134903-01A1	NA	383750	NA	Include	NIAID	9660830	1	AI	134903	1	A1	NA
10217223	"CHENG, SUSAN "	Cedars-Sinai Medical Center	Mediators of Systemic Inflammation and Heart Failure Risk in the Community	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL143227-01A1	NA	868069	NA	Include	NHLBI	9740739	1	HL	143227	1	A1	NA
7873702	"CHERRY, TIMOTHY JOEL"	Seattle Children's Hospital	Non-Coding Genetic Vulnerabilities in Human Photoreceptor Function and Disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01EY028584-01A1	NA	470750	NA	Include	NEI	9737666	1	EY	28584	1	A1	NA
6688552	"CHHATWAL, JASMEER P"	Massachusetts General Hospital	Linking Sleep Disruption to Tau Accumulation and Network Dysregulation in Early Alzheimer's Disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG062667-01A1	NA	868210	NA	Include	NIA	9836083	1	AG	62667	1	A1	NA
8413086	"CHIAO, ELIZABETH  "	Baylor College Of Medicine	The Effectiveness of High Resolution Microendoscopy (HRME) in High Grade Intraepithelial Lesions (HSIL)  Diagnosis for People Living with HIV	2019	R01	R01Equiv	NIH	"ANANDASABAPATHY, SHARMILA "	1R01CA232890-01A1	NA	696326	NA	Include	NCI	9695592	1	CA	232890	1	A1	NA
10863698	"CHIDAMBARAN, VIDYA "	Cincinnati Childrens Hosp Med Ctr	Epigenetic Determinants Influencing Development and Evolution of Chronic Post-surgical Pain in Children Undergoing Musculoskeletal Surgery.	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR075857-01	NA	629701	NA	Include	NIAMS	9801288	1	AR	75857	1		NA
8093660	"CHOU, STELLA T"	Children's Hosp Of Philadelphia	RH genotype matched red cell transfusions for patients with sickle cell disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL147879-01	NA	853809	NA	Include	NHLBI	9800482	1	HL	147879	1		NA
14077808	"CHOUCHANI, EDWARD THOMAS"	Dana-Farber Cancer Inst	Defining mechanisms of succinate regulation over adipose tissue thermogenesis	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK123095-01	NA	430592	NA	Include	NIDDK	9861955	1	DK	123095	1		NA
11824438	"CHOUDHARY, AMIT  "	Brigham And Women's Hospital	Development of synthetic gene drives using small molecules	2019	R01	R01Equiv	NIH	"GANTZ, VALENTINO MATTEO;WALKER, JAMES ANTHONY"	1R01GM132825-01	NA	377483	NA	Include	NIGMS	9728386	1	GM	132825	1		NA
1861468	"CHUGH, SUMEET S"	Cedars-Sinai Medical Center	Community-Based Evaluation of Sudden Cardiac Death in Hispanics/Latinos	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL145675-01A1	NA	494027	NA	Include	NHLBI	9832590	1	HL	145675	1	A1	NA
9104337	"CHUNG, CECILIA PILAR"	Vanderbilt University Medical Center	Comparative Safety of Pain Medications	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR073764-01A1	NA	544338	NA	Include	NIAMS	9738697	1	AR	73764	1	A1	NA
10542450	"CIFUENTES, DANIEL "	Boston University Medical Campus	Analysis of non-canonical functions of microRNAs	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM130935-01	NA	346500	NA	Include	NIGMS	9641649	1	GM	130935	1		NA
10381411	"CLAASSEN, JAN "	Columbia University Health Sciences	RECONFIG - REcovery of CONsciousness Following Intracerebral hemorrhaGe	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS106014-01A1	NA	679471	NA	Include	NINDS	9819143	1	NS	106014	1	A1	NA
8773808	"CLEAVER, ONDINE B "	Ut Southwestern Medical Center	Role of Afadin in 3D epithelial plexus morphogenesis and beta cell mass	2019	R01	R01Equiv	NIH	"MARCIANO, DENISE K"	1R01DK116622-01A1	NA	401280	NA	Include	NIDDK	9686625	1	DK	116622	1	A1	NA
10206797	"CLEVELAND, ZACKARY I"	Cincinnati Childrens Hosp Med Ctr	Validating Quantitative Magnetic Resonance Imaging Biomarkers of Idiopathic Pulmonary Fibrosis	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL143011-01A1	NA	766656	NA	Include	NHLBI	9678929	1	HL	143011	1	A1	NA
1883055	"COBB, MELANIE H."	Ut Southwestern Medical Center	WNK and TGF-beta in Endothelial Migration	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL147661-01	NA	405000	NA	Include	NHLBI	9765942	1	HL	147661	1		NA
12585924	"COLAK, DILEK "	Weill Medical Coll Of Cornell Univ	Astrocyte dysfunction in idiopathic autism	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH120156-01	NA	436571	NA	Include	NIMH	9801242	1	MH	120156	1		NA
11578508	"COLE, FRANCESCA "	University Of Tx Md Anderson Can Ctr	How age-dependent alterations in meiotic recombination cause chromosome mis-segregation in sperm	2019	R01	R01Equiv	NIH	Not Applicable	1R01HD098129-01	NA	394264	NA	Include	NICHD	9710112	1	HD	98129	1		NA
