"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"101","Targeting of TCF4 PARylation in the vascular niche to obliterate chemoresistant hepatocarcinoma cells","NCI",9587975,"1R21CA230098-01",1,"R21","CA",230098,1,"",NA,10487629,"CAO, ZHONGWEI ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,221198,NA,"Include"
"102","Epitope optimization for heterologous prime-boost HIV vaccines","NIAID",9138212,"1R21AI106501-01A1",1,"R21","AI",106501,1,"A1",NA,1881670,"CARDOZO, TIMOTHY J","Not Applicable","New York University School Of Medicine",NA,2016,254250,NA,"Include"
"103","Interagency Data Base Linkage: Precursors of Firearm Injuries and Suicide","NIMH",9180589,"1R21MH112201-01A1",1,"R21","MH",112201,1,"A1",NA,9578055,"CARLSON, KATHLEEN F.","Not Applicable","Oregon Health & Science University",NA,2016,229477,NA,"Include"
"104","Genomewide mapping of sites of RNA 2'-0-methylation in Prader-Willi Syndrome","NIMH",9316979,"1R21MH110955-01A1",1,"R21","MH",110955,1,"A1",NA,1901950,"CARMICHAEL, GORDON G","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2017,195689,NA,"Include"
"105","Development of molecular probes to investigate and drug the oncogenic Wnt/?-catenin/BCL9/B9L transcriptional complex","NCI",9414204,"1R21CA221683-01",1,"R21","CA",221683,1,"",NA,6410805,"CARRASCO, RUBEN D","Not Applicable","Dana-Farber Cancer Inst",NA,2018,229576,NA,"Include"
"106","Novel mechanisms contributing to the antidepressant-like response of pharmacological hippocampal activation","NIMH",9529755,"1R21MH113899-01A1",1,"R21","MH",113899,1,"A1",NA,10734513,"CARRENO, FLAVIA ","Not Applicable","University Of Texas Hlth Science Center",NA,2018,228750,NA,"Include"
"107","(PQ 12) The Regulation of Physical Function and Skeletal Muscle Metabolic Signaling After Cessation of 5-Fluorouracil Treatment","NCI",9734369,"1R21CA231131-01A1",1,"R21","CA",231131,1,"A1",NA,1969570,"CARSON, JAMES A","Not Applicable","University Of Tennessee Health Sci Ctr",NA,2019,187502,NA,"Include"
"108","Pathogenic consequences of expansions and deletions of CGG repeats in the FMR1 gene","NINDS",9227113,"1R21NS099730-01",1,"R21","NS",99730,1,"",NA,1878527,"CARSON, JOHN H","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2016,239250,NA,"Include"
"109","Post-Hurricane Cancer Care: Patient Needs after Hurricane Maria","NIMHD",9686263,"1R21MD013674-01",1,"R21","MD",13674,1,"",NA,11108521,"CASTRO, EIDA MARIA ","JIM, HEATHER S.L.","Ponce School Of Medicine",NA,2018,247978,NA,"Include"
"110","PEARLS:  A parenting intervention for pediatric CI recipients and their families","NIDCD",9354657,"1R21DC016265-01",1,"R21","DC",16265,1,"",NA,10711038,"CEJAS, IVETTE ","Not Applicable","University Of Miami School Of Medicine",NA,2017,295671,NA,"Include"
"111","Blocking ligand-dependent BMP signaling as an anti-melanoma strategy","NCI",9510877,"1R21CA228120-01",1,"R21","CA",228120,1,"",NA,9358950,"CEOL, CRAIG JOSEPH","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2018,218588,NA,"Include"
"112","Amino acid metabolism in autism spectrum disorder","NIMH",9529182,"1R21MH115313-01A1",1,"R21","MH",115313,1,"A1",NA,10603873,"CHAHROUR, MARIA ","Not Applicable","Ut Southwestern Medical Center",NA,2018,202500,NA,"Include"
"113","Defining the Role of Management Factors in Outcome Disparity in Pediatric T1D","NIDDK",9746261,"1R21DK118643-01A1",1,"R21","DK",118643,1,"A1",NA,1888106,"CHALEW, STUART A","Not Applicable","Children's Hospital (New Orleans)",NA,2019,276038,NA,"Include"
"114","Opioid Use and Abuse in the Dialysis Population","NIDA",9242924,"1R21DA041682-01A1",1,"R21","DA",41682,1,"A1",NA,11969703,"CHAN, KEVIN E ","WEISS, ROGER D.","Massachusetts General Hospital",NA,2017,313796,NA,"Include"
"115","Harnessing Otic Progenitor Cells Derived From Many Donors to Test for Cisplatin Associated Hearing Loss","NIDCD",9813017,"1R21DC018092-01",1,"R21","DC",18092,1,"",NA,12449185,"CHAN, YING LEONG ","Not Applicable","Harvard Medical School",NA,2019,169500,NA,"Include"
"116","Targeting insulin receptor splicing for treatment of rhabdomyosarcoma","NCI",9100118,"1R21CA195324-01A1",1,"R21","CA",195324,1,"A1",NA,7767900,"CHANDLER, DAWN S","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2016,196022,NA,"Include"
"117","A novel N-Ras pathway driving DCIS to basal-like breast cancer","NCI",9512087,"1R21CA226567-01",1,"R21","CA",226567,1,"",NA,1895507,"CHANG, ERIC C","Not Applicable","Baylor College Of Medicine",NA,2018,212055,NA,"Include"
"118","Role of STAT3 in Treg during Autoimmune CNS Inflammation","NIAID",9223783,"1R21AI127997-01",1,"R21","AI",127997,1,"",NA,10522587,"CHANG, SEON HEE ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2017,200000,NA,"Include"
"119","Modeling ALS-PDC: Aligning BMAA toxicity with the birth of neurons involved in ALS-PDC and with aging","NIEHS",9456214,"1R21ES027663-01A1",1,"R21","ES",27663,1,"A1",NA,6188075,"CHARLTON, CLIVEL G.","Not Applicable","Meharry Medical College",NA,2018,218250,NA,"Include"
"120","Genetic contribution to sub-classified migraine in the adult population","NINDS",9109933,"1R21NS092963-01A1",1,"R21","NS",92963,1,"A1",NA,8432499,"CHASMAN, DANIEL IAN","Not Applicable","Brigham And Women's Hospital",NA,2016,221875,NA,"Include"
"121","How Non-transcriptional IRF3 Prevents ALD","NIAAA",9527411,"1R21AA026017-01A1",1,"R21","AA",26017,1,"A1",NA,10321717,"CHATTOPADHYAY, SAURABH ","Not Applicable","University Of Toledo Health Sci Campus",NA,2018,220656,NA,"Include"
"122","Structured Pubertal Suppression Readiness Assessment for Gender Dysphoric Youth","NICHD",9243840,"1R21HD087839-01A1",1,"R21","HD",87839,1,"A1",NA,9801731,"CHEN, DIANE ","Not Applicable","Lurie Children's Hospital Of Chicago",NA,2017,198518,NA,"Include"
"123","New approaches to target protein intramolecular interactions","NCI",9171201,"1R21CA208363-01",1,"R21","CA",208363,1,"",NA,1972427,"CHEN, JIANDONG ","Not Applicable","H. Lee Moffitt Cancer Ctr & Res Inst",NA,2016,224460,NA,"Include"
"124","Genomic variation in epidemic carbapenem-resistant K.pneumoniae","NIAID",9035583,"1R21AI117338-01A1",1,"R21","AI",117338,1,"A1",NA,12283719,"CHEN, LIANG ","Not Applicable","Rbhs-New Jersey Medical School",NA,2016,238500,NA,"Include"
"125","Climate change and cardiovascular disease susceptibility in an animal model-Resubmission","NIEHS",9242953,"1R21ES026731-01A1",1,"R21","ES",26731,1,"A1",NA,1866744,"CHEN, LUNG-CHI ","Not Applicable","New York University School Of Medicine",NA,2017,254250,NA,"Include"
"126","New HuR inhibitor against pancreatic cancer EMT and CSCs","NCI",9101121,"1R21CA198265-01A1",1,"R21","CA",198265,1,"A1",NA,9616556,"CHEN, QI ","Not Applicable","University Of Kansas Medical Center",NA,2016,199665,NA,"Include"
"127","Bayesian exposure-response analysis for immunoassays data with measurement errors","NIEHS",9824662,"1R21ES029668-01A1",1,"R21","ES",29668,1,"A1",NA,9951950,"CHEN, QIXUAN ","Not Applicable","Columbia University Health Sciences",NA,2019,216341,NA,"Include"
"128","Computational Identification of new candidate drugs for lung cancer treatment","NCI",9667589,"1R21CA227996-01A1",1,"R21","CA",227996,1,"A1",NA,10225324,"CHENG, CHAO  ","ONEGA, TRACY ","Baylor College Of Medicine",NA,2019,222863,NA,"Include"
"129","Biologic consequence and therapeuticimplications of cysteine catabolism in glioblastoma","NINDS",9111392,"1R21NS090087-01A1",1,"R21","NS",90087,1,"A1",NA,7155283,"CHINNAIYAN, PRAKASH ","Not Applicable","William Beaumont Hospital Research Inst",NA,2016,190000,NA,"Include"
"130","Opioid prescribing disparities in a public health crisis: The case of pediatric post-surgical pain management","NIMHD",9389281,"1R21MD011767-01",1,"R21","MD",11767,1,"",NA,8428744,"CHISOLM, DEENA  ","DEANS, KATHERINE J","Research Inst Nationwide Children's Hosp",NA,2017,189375,NA,"Include"
"131","miRNA Signatures in Huntington's Disease Plasma and CSF.","NINDS",9374780,"1R21NS103056-01",1,"R21","NS",103056,1,"",NA,8862271,"CHOPRA, VANITA ","Not Applicable","Massachusetts General Hospital",NA,2017,256500,NA,"Include"
"132","Integrated drug-in-cell therapy of in-stent restenosis","NHLBI",9036021,"1R21HL131016-01A1",1,"R21","HL",131016,1,"A1",NA,8654482,"CHORNY, MICHAEL ","Not Applicable","Children's Hosp Of Philadelphia",NA,2016,210000,NA,"Include"
"133","Optimizing electronic health record prompts with behavioral economics to improve prescribing for older adults","NIA",9419522,"1R21AG057388-01",1,"R21","AG",57388,1,"",NA,8695215,"CHOUDHRY, NITEESH K ","LAUFFENBURGER, JULIE CHRISTINE","Brigham And Women's Hospital",NA,2017,229815,NA,"Include"
"134","Direct interactions with HDL promote regulatory T cells survival","NIAID",9225304,"1R21AI128218-01",1,"R21","AI",128218,1,"",NA,7555477,"CHOUGNET, CLAIRE A","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2017,248945,NA,"Include"
"135","Role of estrous cycle and contraceptives in anogenital papillomavirus infection","NIAID",9016827,"1R21AI121822-01",1,"R21","AI",121822,1,"",NA,1881026,"CHRISTENSEN, NEIL D ","HU, JIAFEN ","Pennsylvania State Univ Hershey Med Ctr",NA,2016,232050,NA,"Include"
"136","Immunophenotyping of Lichen Planopilaris.","NIAMS",9464168,"1R21AR073013-01",1,"R21","AR",73013,1,"",NA,6378222,"CHRISTIANO, ANGELA M","Not Applicable","Columbia University Health Sciences",NA,2017,245080,NA,"Include"
"137","Scatter imaging for stereotactic ablative radiation therapy of lung cancer","NCI",9388073,"1R21CA213407-01A1",1,"R21","CA",213407,1,"A1",NA,6487067,"CHU, JAMES C.H.","Not Applicable","Rush University Medical Center",NA,2017,178829,NA,"Include"
"138","Water T2 as a Global Biomarker for Cardiometabolic Health - The PREMIER Study","NHLBI",9587203,"1R21HL143030-01",1,"R21","HL",143030,1,"",NA,1858085,"CISTOLA, DAVID PAUL","Not Applicable","Texas Tech University Health Scis Center",NA,2018,114750,NA,"Include"
"139","Risk and Resiliency among Vulnerable PLWHIV in Post-Hurricane Puerto Rico","NIMHD",9685291,"1R21MD013657-01",1,"R21","MD",13657,1,"",NA,1873103,"CLATTS, MICHAEL C.","Not Applicable","University Of Puerto Rico Med Sciences",NA,2018,225000,NA,"Include"
"140","Genetic Privacy and Identity in Sexual and Gender Minorities: GetPrISM","NHGRI",9803955,"1R21HG010652-01",1,"R21","HG",10652,1,"",NA,1961571,"CLAYTON, ELLEN W","Not Applicable","Vanderbilt University Medical Center",NA,2019,255000,NA,"Include"
"141","Structural studies of herpesvirus DNA polymerases","NIAID",9647891,"1R21AI141940-01",1,"R21","AI",141940,1,"",NA,1888951,"COEN, DONALD M ","ABRAHAM, JONATHAN ","Harvard Medical School",NA,2019,211875,NA,"Include"
"142","Restoring Normal Output After Traumatic Brain Injury","NINDS",9100213,"1R21NS096618-01",1,"R21","NS",96618,1,"",NA,2100260,"COHEN, AKIVA S","Not Applicable","Children's Hosp Of Philadelphia",NA,2016,252000,NA,"Include"
"143","Effects of pre-existing dengue virus immunity on Zika virus infection","NIAID",9280227,"1R21AI129881-01",1,"R21","AI",129881,1,"",NA,9312584,"COLPITTS, TONYA MICHELLE","Not Applicable","Boston University Medical Campus",NA,2017,246750,NA,"Include"
"144","Local Conditions and Child Health","NICHD",9433052,"1R21HD094106-01",1,"R21","HD",94106,1,"",NA,11243119,"COLVIN, JEFFREY D","Not Applicable","Children's Mercy Hosp (Kansas City, Mo)",NA,2018,243898,NA,"Include"
"145","Role for polyamines in Ebola Virus Replication","NIAID",9018817,"1R21AI121933-01",1,"R21","AI",121933,1,"",NA,1892117,"CONNOR, JOHN H","Not Applicable","Boston University Medical Campus",NA,2016,246251,NA,"Include"
"146","An Intersectional Approach to Disparities in Hypertension Incidence and Progression","NHLBI",9655446,"1R21HL145487-01",1,"R21","HL",145487,1,"",NA,11503592,"CONWAY, SADIE CH","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,115500,NA,"Include"
"147","Mindfulness Oriented Recovery Enhancement as an Adjunct to Methadone Treatment for Opioid Use and Chronic Pain Management","NCCIH",9626713,"1R21AT010109-01",1,"R21","AT",10109,1,"",NA,9042768,"COOPERMAN, NINA  ","KLINE, ANNA ","Rbhs-Robert Wood Johnson Medical School",NA,2018,311949,NA,"Include"
"148","Development of a zebrafish model for selenoprotein synthesis and function","NICHD",9036002,"1R21HD083616-01A1",1,"R21","HD",83616,1,"A1",NA,2241370,"COPELAND, PAUL R","Not Applicable","Rbhs-Robert Wood Johnson Medical School",NA,2016,193904,NA,"Include"
"149","Determining the role of PACAP neuronal populations in alcohol drinking using PACAP-Cre mice","NIAAA",9529950,"1R21AA026051-01A1",1,"R21","AA",26051,1,"A1",NA,8764362,"COTTONE, PIETRO ","Not Applicable","Boston University Medical Campus",NA,2018,195790,NA,"Include"
"150","Generation of a polycistronic universal influenza virus vaccine based on rare species adenoviral vectors","NIAID",9806521,"1R21AI146529-01",1,"R21","AI",146529,1,"",NA,15232212,"COUGHLAN, LYNDA ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,254250,NA,"Include"
"151","Understanding Uncertainties in Radiomics Studies","NCI",9316823,"1R21CA216572-01",1,"R21","CA",216572,1,"",NA,10790474,"COURT, LAURENCE E","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2017,174000,NA,"Include"
"152","Factors Influencing Psychosocial Outcomes in Disorders of Sex Development","NICHD",9193460,"1R21HD089526-01",1,"R21","HD",89526,1,"",NA,8213206,"CRERAND, CANICE ELLEN ","TISHELMAN, AMY C.","Research Inst Nationwide Children's Hosp",NA,2016,255802,NA,"Include"
"153","? Improving Self-Management in Adolescents with Sickle Cell Disease?","NICHD",9107966,"1R21HD084810-01A1",1,"R21","HD",84810,1,"A1",NA,8641577,"CROSBY, LORI E","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2016,234000,NA,"Include"
"154","Association of gut bacterial genes and diet to colorectal neoplasia","NCI",9090686,"1R21CA198963-01A1",1,"R21","CA",198963,1,"A1",NA,6609238,"CRUZ-CORREA, MARCIA ROXANA","Not Applicable","University Of Puerto Rico Med Sciences",NA,2016,166392,NA,"Include"
"155","PIC1 inhibition of myeloperoxidase activity and inflammation","NIAID",9592671,"1R21AI135222-01A1",1,"R21","AI",135222,1,"A1",NA,6476226,"CUNNION, KENJI MASON","Not Applicable","Eastern Virginia Medical School",NA,2018,224625,NA,"Include"
"156","A Pilot and Feasibility Study to Promote Physical and Food Literacy among Children with Intellectual Disabilities","NICHD",9808795,"1R21HD099435-01",1,"R21","HD",99435,1,"",NA,8875957,"CURTIN, CAROL ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2019,278698,NA,"Include"
"157","Lead Exposure and Early Brain Development","NICHD",9034784,"1R21HD083944-01A1",1,"R21","HD",83944,1,"A1",NA,12291424,"D'SA, VIREN ANDREW ","DEONI, SEAN CL","Memorial Hospital Of Rhode Island",NA,2016,239777,NA,"Include"
"158","Automated Activities of Daily Living (ADL) Adherence System to Reduce Complications After Intensive Cancer Therapy in Pediatrics","NCI",9528767,"1R21CA223503-01A1",1,"R21","CA",223503,1,"A1",NA,8084517,"DANDOY, CHRISTOPHER EUGENE","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2018,207495,NA,"Include"
"159","REFINEMENT AND PILOT TESTING OF A HIGHLY INNOVATIVE PROVIDER COACHING AND FEEDBACK INTERVENTION TO IMPROVE THE PATIENT HIV CARE EXPERIENCE","NIMH",9622701,"1R21MH115756-01A1",1,"R21","MH",115756,1,"A1",NA,11503825,"DANG, BICH NGOC","Not Applicable","Baylor College Of Medicine",NA,2018,162998,NA,"Include"
"160","Defining monocyte abnormalities caused by age-associated mutations in epigenetic regulatory genes","NIA",9295868,"1R21AG055695-01",1,"R21","AG",55695,1,"",NA,10387037,"DAO, KIM-HIEN T ","FERENCIK, MAROS ","Oregon Health & Science University",NA,2017,192500,NA,"Include"
"161","Red blood cell microparticles (RMPs) to reduce bleeding following hemorrhagic stroke","NINDS",9019069,"1R21NS094896-01",1,"R21","NS",94896,1,"",NA,8477424,"DAVE, KUNJAN R","Not Applicable","University Of Miami School Of Medicine",NA,2016,307000,NA,"Include"
"162","(PQ1) Cellular senescence as an initiating event in malignant transformation","NCI",9305338,"1R21CA206013-01A1",1,"R21","CA",206013,1,"A1",NA,8199939,"DAVID, GREGORY ","Not Applicable","New York University School Of Medicine",NA,2017,203400,NA,"Include"
"163","Visualizing the circadian neural network in vivo: A toolkit for real-time imaging and optogenetic manipulation of the suprachiasmatic nucleus","NINDS",9586798,"1R21NS108197-01",1,"R21","NS",108197,1,"",NA,7013694,"DAVIDSON, ALEC J","Not Applicable","Morehouse School Of Medicine",NA,2018,177500,NA,"Include"
"164","Belimumab for Maintenance Therapy in Idiopathic Inflammatory Myositis","NIAMS",9320115,"1R21AR070540-01A1",1,"R21","AR",70540,1,"A1",NA,1969333,"DAVIDSON, ANNE ","Not Applicable","Feinstein Institute For Medical Research",NA,2017,181500,NA,"Include"
"165","Establishing Risk in Neonatal Abstinence Syndrome","NIDA",9102516,"1R21DA041706-01",1,"R21","DA",41706,1,"",NA,1962293,"DAVIS, JONATHAN M. ","LESTER, BARRY M.","Tufts Medical Center",NA,2016,251032,NA,"Include"
"166","Hyperammonemia reduces skeletal muscle protein synthesis via a beta-catenin-cMyc mediated impaired ribosomal biogenesis","NIAMS",9387489,"1R21AR071046-01A1",1,"R21","AR",71046,1,"A1",NA,10934950,"DAVULURI, GANGARAO  ","DASARATHY, SRINIVASAN ","Cleveland Clinic Lerner Com-Cwru",NA,2017,186160,NA,"Include"
"167","Exploring a role for organic transporter 3 in the mechanism of action of drugs of abuse","NIDA",9601215,"1R21DA046044-01A1",1,"R21","DA",46044,1,"A1",NA,6794489,"DAWS, LYNETTE C ","KOEK, WOUTER ","University Of Texas Hlth Science Center",NA,2018,228750,NA,"Include"
"168","Understanding Nrf2-Mediated Restriction of HIV Infection","NIAID",9623663,"1R21AI140993-01",1,"R21","AI",140993,1,"",NA,8124392,"DE NORONHA, CARLOS M","Not Applicable","Albany Medical College",NA,2018,258184,NA,"Include"
"169","Neural-derived extracellular vesicles microRNAs in bipolar disorder: a peripheral window into the brain","NIMH",9822873,"1R21MH117636-01A1",1,"R21","MH",117636,1,"A1",NA,12208671,"DE QUEVEDO, JOAO L","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,192500,NA,"Include"
"170","Investigating DDX3X as a sex-specific translational regulator associated with intellectual disability","NICHD",9821965,"1R21HD097561-01A1",1,"R21","HD",97561,1,"A1",NA,14086148,"DE RUBEIS, SILVIA ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,254250,NA,"Include"
"171","Management of severe acute malnutrition in children with sickle cell disease greater than 5 years of age living in northern Nigeria","NICHD",9686404,"1R21HD097992-01",1,"R21","HD",97992,1,"",NA,6122799,"DEBAUN, MICHAEL R. ","ABDULLAHI, SHEHU UMAR;STALLINGS, VIRGINIA A.","Vanderbilt University Medical Center",NA,2019,204913,NA,"Include"
"172","n-3 Diglyceride Emulsions: Characterization of a Novel Neuroprotectant","NINDS",9825003,"1R21NS109717-01A1",1,"R21","NS",109717,1,"A1",NA,1877304,"DECKELBAUM, RICHARD J","Not Applicable","Columbia University Health Sciences",NA,2019,462924,NA,"Include"
