"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"104","The Role of Prostaglandin D2 in the Respiratory Symptoms of Aspirin Exacerbated Respiratory Disease","NIAID",8940477,"1K23AI118804-01",1,"K23","AI",118804,1,"",NA,10872996,"CAHILL, KATHERINE N","Not Applicable","Brigham And Women's Hospital",NA,2015,185220,NA,"Include"
"105","SUBSTANCE USE AND DISORDERED WEIGHT BEHAVIORS IN SEXUAL MINORITY YOUTH CONTEXTS","NIDA",8423220,"1K01DA034753-01",1,"K01","DA",34753,1,"",NA,8444428,"CALZO, JEREL PASION","Not Applicable","Boston Children's Hospital",NA,2013,147565,NA,"Include"
"106","Autophagy in Metabolic Distress and Cardiac Function: Regulation by the HDAC-FoxO","NHLBI",8700949,"1K08HL116801-01A1",1,"K08","HL",116801,1,"A1",NA,10413112,"CAO, DIAN ","Not Applicable","Ut Southwestern Medical Center",NA,2014,132285,NA,"Include"
"107","Bone Marrow Failure in Mice Deficient for the Extracellular Matrix Component; Laminin-gamma1","NHLBI",8868460,"1K08HL127187-01",1,"K08","HL",127187,1,"",NA,11018525,"CARLSON, KAREN-SUE S","Not Applicable","Medical College Of Wisconsin",NA,2015,128655,NA,"Include"
"108","Using extracellular metabolites to understand and revert protumoral effects of Tumor-Associated Macrophages","NCI",8967895,"1K99CA191021-01A1",1,"K99","CA",191021,1,"A1",NA,12106227,"CARMONA-FONTAINE, CARLOS ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2015,135835,NA,"Include"
"109","PSMAs role in signal transduction pathway switching in prostate cancer","NCI",8767807,"1K01CA188412-01",1,"K01","CA",188412,1,"",NA,8116798,"CAROMILE, LESLIE ANN","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2014,100396,NA,"Include"
"110","Exploration of a Mutant p53 Reactivating Compound","NCI",8584686,"1K08CA172676-01A1",1,"K08","CA",172676,1,"A1",NA,9842498,"CARPIZO, DARREN RICHARD","Not Applicable","Rbhs -Cancer Institute Of New Jersey",NA,2013,158958,NA,"Include"
"111","Redox Regulation of T-lymphocytes in Sympathoexcitation-associated Hypertension","NHLBI",8967026,"1K99HL123471-01A1",1,"K99","HL",123471,1,"A1",NA,8175676,"CASE, ADAM J","Not Applicable","University Of Nebraska Medical Center",NA,2015,108000,NA,"Include"
"112","Seizure focus delineation using spontaneous and stimulus evoked EEG features","NINDS",8891148,"1K24NS088568-01A1",1,"K24","NS",88568,1,"A1",NA,1927400,"CASH, SYDNEY S","Not Applicable","Massachusetts General Hospital",NA,2015,183827,NA,"Include"
"113","Role of Orexin in Conditioned Responding for Saccharin: Implications for Obesity","NIDDK",8635687,"1K01DK097351-01A1",1,"K01","DK",97351,1,"A1",NA,8727417,"CASON, ANGIE ","Not Applicable","Medical University Of South Carolina",NA,2013,110536,NA,"Include"
"114","Clinical prioritization of reported disease variants in asymptomatic individuals","NHGRI",8487872,"1K99HG007229-01",1,"K99","HG",7229,1,"",NA,8549153,"CASSA, CHRISTOPHER ","Not Applicable","Brigham And Women's Hospital",NA,2013,109080,NA,"Include"
"115","A Bayesian Framework for Inter-Modality Deformable Image Registration Evaluation","NCI",8616960,"1K01CA181292-01",1,"K01","CA",181292,1,"",NA,11169983,"CASTILLO, RICHARD ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2013,119534,NA,"Include"
"116","OHSU Women's Reproductive Health Research K12 Program","NICHD",8991408,"1K12HD085809-01",1,"K12","HD",85809,1,"",NA,6665446,"CAUGHEY, AARON B","Not Applicable","Oregon Health & Science University",NA,2015,340200,NA,"Include"
"117","An Integrated Approach to Hearing Preservation Among Construction Workers","NIOSH",8968002,"1K01OH010761-01A1",1,"K01","OH",10761,1,"A1",NA,9220358,"CAVALLARI, JENNIFER M","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2015,108000,NA,"Include"
"118","TLR4 in obesity-driven liver cancer","NCI",8566474,"1K22CA178098-01",1,"K22","CA",178098,1,"",NA,10994439,"CAVIGLIA, JORGE MATIAS","Not Applicable","Columbia University Health Sciences",NA,2013,130399,NA,"Include"
"119","A positive psychology intervention to promote health behaviors in heart failure","NHLBI",8891076,"1K23HL123607-01A1",1,"K23","HL",123607,1,"A1",NA,11767819,"CELANO, CHRISTOPHER M","Not Applicable","Massachusetts General Hospital",NA,2015,142320,NA,"Include"
"120","Wnt/PCP Signaling in the Intestinal Epithelium","NIDDK",8678379,"1K01DK101618-01",1,"K01","DK",101618,1,"",NA,10792310,"CHA, SANG-WOOK ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2014,128976,NA,"Include"
"121","Clinical Research Career Development Program","NCI",8485250,"2K12CA087723-11A1",2,"K12","CA",87723,11,"A1",NA,1967848,"CHABNER, BRUCE ALLAN","Not Applicable","Massachusetts General Hospital",NA,2013,809760,NA,"Include"
"122","Urban public housing; neighborhood; and cardiovascular disease in primary care","NHLBI",8803440,"1K01HL125466-01",1,"K01","HL",125466,1,"",NA,7920984,"CHAMBERS, EARLE C","Not Applicable","Albert Einstein College Of Medicine",NA,2015,141345,NA,"Include"
"123","Mentored Patient-Oriented Research in Digestive Diseases","NIDDK",8487704,"1K24DK098311-01",1,"K24","DK",98311,1,"",NA,7609343,"CHAN, ANDREW T","Not Applicable","Massachusetts General Hospital",NA,2013,185972,NA,"Include"
"124","A Group Treatment for Diabetes Treatment Adherence and Depression in Hispanics","NIDDK",8581448,"1K23DK097356-01A1",1,"K23","DK",97356,1,"A1",NA,9843993,"CHANG, TRINA E","Not Applicable","Massachusetts General Hospital",NA,2013,183607,NA,"Include"
"125","Statin Therapy in Acute Influenza","NIGMS",8510152,"1K23GM101463-01A1",1,"K23","GM",101463,1,"A1",NA,10979469,"CHASE, MAUREEN ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2013,161839,NA,"Include"
"126","The unique role of B-Raf in murine cardiac development and postnatal function","NHLBI",8506964,"1K01HL118677-01",1,"K01","HL",118677,1,"",NA,8840946,"CHATTERGOON, NATASHA N","Not Applicable","Oregon Health & Science University",NA,2013,119957,NA,"Include"
"127","Multiplexed Molecular Imaging of Cell Death Pathways","NHLBI",8765829,"1K99HL121152-01A1",1,"K99","HL",121152,1,"A1",NA,10460539,"CHEN, HOWARD H.","Not Applicable","Massachusetts General Hospital",NA,2014,136848,NA,"Include"
"128","Mapping Expression Quantitative Trait Loci with Next Generation Sequencing in SLE","NIAMS",8425743,"1K25AR063761-01",1,"K25","AR",63761,1,"",NA,10688978,"CHEN, MIN ","Not Applicable","Ut Southwestern Medical Center",NA,2013,120150,NA,"Include"
"129","Delivery and Adjuvantation of Nicotine Vaccine by Laser Illumination","NIDA",8443098,"1K99DA033371-01A1",1,"K99","DA",33371,1,"A1",NA,10310557,"CHEN, XINYUAN ","Not Applicable","Massachusetts General Hospital",NA,2013,168726,NA,"Include"
"130","An integrated approach to dissect the functional network of large non-coding RNA","NCI",8488044,"1K99CA175290-01",1,"K99","CA",175290,1,"",NA,10338943,"CHEN, YIWEN ","Not Applicable","Dana-Farber Cancer Inst",NA,2013,112476,NA,"Include"
"131","Development of infant brain MEG responses to social stimuli: comparison to ASD","NIMH",9014017,"1K01MH108822-01",1,"K01","MH",108822,1,"",NA,10744253,"CHEN, YU-HAN ","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,176278,NA,"Include"
"132","The Role of Periostin and Th2 Cytokines in Eosinophilic Esophagitis Fibrogenesis","NIDDK",8566617,"1K08DK099383-01",1,"K08","DK",99383,1,"",NA,10243015,"CHENG, EDAIRE ","Not Applicable","Ut Southwestern Medical Center",NA,2013,148711,NA,"Include"
"133","Neutrophil Subsets in Post-Viral Asthma","NIAID",8581438,"1K08AI103037-01A1",1,"K08","AI",103037,1,"A1",NA,10220379,"CHEUNG, DOROTHY S.","Not Applicable","Medical College Of Wisconsin",NA,2013,133917,NA,"Include"
"134","Age and genetic influence on fcMRI networks in autosomal dominant and sporadic AD","NIA",8967387,"1K23AG049087-01A1",1,"K23","AG",49087,1,"A1",NA,6688552,"CHHATWAL, JASMEER P","Not Applicable","Massachusetts General Hospital",NA,2015,164160,NA,"Include"
"135","Morphine Pharmacogenomics to Predict Risk of Respiratory Depression in Children","NICHD",8767094,"1K23HD082782-01A1",1,"K23","HD",82782,1,"A1",NA,10863698,"CHIDAMBARAN, VIDYA ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2014,131085,NA,"Include"
"136","South Carolina Clinical & Translational Research Institute (SCTR)","NCATS",9085948,"1KL2TR001452-01",1,"KL2","TR",1452,1,"",NA,2083961,"CHIMOWITZ, MARC IVOR","Not Applicable","Medical University Of South Carolina",NA,2015,485397,NA,"Include"
"137","The Serotonin Transporter in Pulmonary Arterial Hypertension","NHLBI",8437026,"1K23HL105784-01A1",1,"K23","HL",105784,1,"A1",NA,9816833,"CHIN, KELLY ","Not Applicable","Ut Southwestern Medical Center",NA,2013,128589,NA,"Include"
"138","The role of nociceptor neurons in bacterial host defense and inflammation","NIAID",8805399,"1K22AI114810-01",1,"K22","AI",114810,1,"",NA,10729242,"CHIU, ISAAC MING-CHENG","Not Applicable","Harvard Medical School",NA,2015,162000,NA,"Include"
"139","Intestinal innate immunity by the IRE1-RIDD pathway","NIDDK",8903614,"1K01DK102828-01A1",1,"K01","DK",102828,1,"A1",NA,9556027,"CHO, JIN AH","Not Applicable","Boston Children's Hospital",NA,2015,154131,NA,"Include"
"140","Tim3 is a novel regulator of dendritic cell-T cell interactions in influenza","NIAID",8762679,"1K08AI113083-01",1,"K08","AI",113083,1,"",NA,9832517,"CHO, JOSALYN L","Not Applicable","Massachusetts General Hospital",NA,2014,185792,NA,"Include"
"141","K-Ras plasma membrane interactions: a tractable therapeutic target","NCI",8766781,"1K99CA188593-01",1,"K99","CA",188593,1,"",NA,12004764,"CHO, KWANG-JIN ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2014,90000,NA,"Include"
"142","Dusp4 in the pathogenesis of LMNA cardiomyopathy","NHLBI",8487168,"1K99HL118163-01",1,"K99","HL",118163,1,"",NA,9295126,"CHOI, JASON CHEOL","Not Applicable","Columbia University Health Sciences",NA,2013,134973,NA,"Include"
"143","The Role of FBN1 in mammalian energy balance","NIDDK",8749093,"1K08DK102529-01",1,"K08","DK",102529,1,"",NA,11505367,"CHOPRA, ATUL ","Not Applicable","Baylor College Of Medicine",NA,2014,148326,NA,"Include"
"144","Novel mechanisms of T cell costimulation: the role of LRRC8A in T cell activation","NIAID",8869453,"1K08AI116979-01",1,"K08","AI",116979,1,"",NA,10155668,"CHOU, JANET ","Not Applicable","Boston Children's Hospital",NA,2015,179053,NA,"Include"
"145","TSLP profibrotic signaling and its interaction with TGF-beta","NIAMS",8618487,"1K08AR065507-01",1,"K08","AR",65507,1,"",NA,11002075,"CHRISTMANN, ROMY BEATRIZ","Not Applicable","Boston University Medical Campus",NA,2014,97788,NA,"Include"
"146","Measuring Prisoners' Voluntary Consent to Clinical Research for Opioid Dependence","NIDA",8509166,"1K23DA034030-01A1",1,"K23","DA",34030,1,"A1",NA,10498095,"CHRISTOPHER, PAUL PASQUALE","Not Applicable","Butler Hospital (Providence, Ri)",NA,2013,185220,NA,"Include"
"147","Identification of Cortical Biomarkers for Seizure Risk in Childhood Epilepsy","NINDS",9034013,"1K23NS092923-01A1",1,"K23","NS",92923,1,"A1",NA,10303743,"CHU, CATHERINE J","Not Applicable","Massachusetts General Hospital",NA,2015,193535,NA,"Include"
"148","A novel role for p53 in congenital disorders of glycosylation","NIDDK",8581232,"1K08DK101340-01A1",1,"K08","DK",101340,1,"A1",NA,10540612,"CHU, JAIME ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,151416,NA,"Include"
"149","Causal Inference of Disease-Relevant Regulatory Networks","NHLBI",8507843,"1K99HL114651-01A1",1,"K99","HL",114651,1,"A1",NA,11135703,"CHU, JEN-HWA ","Not Applicable","Brigham And Women's Hospital",NA,2013,137160,NA,"Include"
"150","Intestinal Microbiome Fructan Metabolism and Symptom Generation in Childhood IBS","NIDDK",8679136,"1K23DK101688-01",1,"K23","DK",101688,1,"",NA,9874345,"CHUMPITAZI, BRUNO PEDRO","Not Applicable","Baylor College Of Medicine",NA,2014,171827,NA,"Include"
"151","THE ROLE OF RNA METHYLATION IN THE REGULATION OF lncRNA FUNCTION","NIGMS",8948102,"1K99GM115868-01",1,"K99","GM",115868,1,"",NA,10993605,"CIFUENTES-ROJAS, CATHERINE ","Not Applicable","Massachusetts General Hospital",NA,2015,89996,NA,"Include"
"152","Institute for Integration of Medicine & Science: A Partnership to Improve Health","NCATS",8721515,"1KL2TR001118-01",1,"KL2","TR",1118,1,"",NA,1899081,"CLARK, ROBERT A ","SHIREMAN, PAULA K","University Of Texas Hlth Science Center",NA,2013,376425,NA,"Include"
"153","Metal mixtures; children's cognition; and sensitive developmental windows","NIEHS",8566379,"1K99ES022986-01",1,"K99","ES",22986,1,"",NA,10812078,"CLAUS HENN, BIRGIT GUNHILD","Not Applicable","Harvard School Of Public Health",NA,2013,102242,NA,"Include"
"154","Mitochondrial Iron metabolism in Chronic Obstructive Pulmonary Disease","NHLBI",8805663,"1K99HL125899-01",1,"K99","HL",125899,1,"",NA,12101407,"CLOONAN, SUZANNE M","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,132381,NA,"Include"
"155","Alcoholic liver disease and its association with hepatic vitamin A homeostasis","NIAAA",8765937,"1K99AA022652-01A1",1,"K99","AA",22652,1,"A1",NA,10591409,"CLUGSTON, ROBIN D","Not Applicable","Columbia University Health Sciences",NA,2014,120377,NA,"Include"
"156","Neural and cognitive factors predicting adverse outcomes in college drinkers.","NIAAA",8700655,"1K01AA022392-01A1",1,"K01","AA",22392,1,"A1",NA,10739427,"COHEN-GILBERT, JULIA ELIZABETH","Not Applicable","Mclean Hospital",NA,2014,131220,NA,"Include"
"157","Using Vessel Caliber to Assess Cardiac Impairment in COPD","NHLBI",8581541,"1K23HL114735-01A1",1,"K23","HL",114735,1,"A1",NA,10723865,"COME, CAROLYN E","Not Applicable","Brigham And Women's Hospital",NA,2013,163350,NA,"Include"
"158","Integrative Examination of Neurobehavioral Mechanisms in Tic Suppression","NIMH",8678125,"1K23MH103617-01",1,"K23","MH",103617,1,"",NA,10702353,"CONELEA, CHRISTINE A","Not Applicable","Rhode Island Hospital",NA,2014,174339,NA,"Include"
"159","Discovery of BMP-dependent mechanisms controlling embryonic hematopoiesis","NIDDK",8504379,"1K01DK096031-01A1",1,"K01","DK",96031,1,"A1",NA,6691264,"COOK, BRANDOCH D","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2013,87448,NA,"Include"
"160","Combination Therapy to Improve MAPK Pathway Inhibitor Efficacy in BRAF and KRAS M","NCI",8443047,"1K08CA166510-01A1",1,"K08","CA",166510,1,"A1",NA,10453163,"CORCORAN, RYAN BRUCE","Not Applicable","Massachusetts General Hospital",NA,2013,179280,NA,"Include"
"161","The Impact of Obstructive Sleep Apnea on Non-Alcoholic Fatty Liver Disease","NIDDK",8567780,"1K23DK099422-01",1,"K23","DK",99422,1,"",NA,9420041,"COREY, KATHLEEN ELIZABETH","Not Applicable","Massachusetts General Hospital",NA,2013,184691,NA,"Include"
"162","Cardiovascular Disease Epidemiology in Medicaid Patients with Lupus","NIAMS",8678326,"1K24AR066109-01",1,"K24","AR",66109,1,"",NA,2052802,"COSTENBADER, KAREN H","Not Applicable","Brigham And Women's Hospital",NA,2014,175879,NA,"Include"
"163","A multidimensional strategy to improve hydroxyurea adherence in children with sickle cell","NHLBI",8869788,"1K23HL127303-01",1,"K23","HL",127303,1,"",NA,12211732,"CREARY, SUSAN ","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2015,127607,NA,"Include"
"164","Targeting ethanol-induced gut dysbiosis with synbiotics to treat alcoholic liver","NIAAA",8755437,"1K99AA023266-01",1,"K99","AA",23266,1,"",NA,10534747,"CRESCI, GAIL ANN","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2015,135648,NA,"Include"
"165","Targeting FAK and integrin signaling in preclinical models of Ewing sarcoma","NCI",8967409,"1K08CA188073-01A1",1,"K08","CA",188073,1,"A1",NA,9552082,"CROMPTON, BRIAN ","Not Applicable","Dana-Farber Cancer Inst",NA,2015,177120,NA,"Include"
"166","Weight loss-induced modification of the genomic network underlying obese asthma","NHLBI",8869238,"1K01HL127265-01",1,"K01","HL",127265,1,"",NA,9486408,"CROTEAU-CHONKA, DAMIEN C.","Not Applicable","Brigham And Women's Hospital",NA,2015,140130,NA,"Include"
"167","Mentoring researchers on drug abuse and HIV","NIDA",8730413,"1K24DA036955-01A1",1,"K24","DA",36955,1,"A1",NA,9213243,"CUNNINGHAM, CHINAZO ","Not Applicable","Albert Einstein College Of Medicine",NA,2014,185824,NA,"Include"
"168","Striving Towards Empowerment and Medication Adherence (STEP-AD)","NIMH",8992521,"1K23MH108439-01",1,"K23","MH",108439,1,"",NA,9657048,"DALE, SANNISHA K.","Not Applicable","Massachusetts General Hospital",NA,2015,185118,NA,"Include"
"169","Comprehensive Investigation of the Clinical Course of Traumatic Brain Injury","NICHD",8633829,"1K01HD074651-01A1",1,"K01","HD",74651,1,"A1",NA,10359921,"DAMS-O'CONNOR, KRISTEN ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2014,107270,NA,"Include"
"170","Patient Satisfaction; Retention in HIV Care; and Adherence to ART","NIMH",8659071,"1K23MH100965-01A1",1,"K23","MH",100965,1,"A1",NA,11503825,"DANG, BICH NGOC","Not Applicable","Baylor College Of Medicine",NA,2014,180360,NA,"Include"
"171","Mentorship and Research in HIV and Addiction Prevention Among Traumatized Youth","NIDA",8923700,"1K24DA039783-01",1,"K24","DA",39783,1,"",NA,6726805,"DANIELSON, CARLA KMETT","Not Applicable","Medical University Of South Carolina",NA,2015,162137,NA,"Include"
"172","Elucidating binding modes of BRCT-modules","NCI",8280924,"1K22CA166544-01",1,"K22","CA",166544,1,"",NA,10403819,"DAVIS, JAMAINE S","Not Applicable","Meharry Medical College",NA,2014,143994,NA,"Include"
"173","MBNL1's function in myofibroblast transformation and fibrosis","NHLBI",8563861,"1K99HL119353-01",1,"K99","HL",119353,1,"",NA,9425513,"DAVIS, JENNIFER ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2013,131085,NA,"Include"
"174","Activation of Human Skin T Cells by Mammalian and Microbial Lipids Presented by CD1a","NIAMS",8950769,"1K01AR068475-01",1,"K01","AR",68475,1,"",NA,10100783,"DE JONG, ANNEMIEKE ","Not Applicable","Columbia University Health Sciences",NA,2015,115058,NA,"Include"
"175","The genetic identity of the primary cilia ion channels of kidney collecting duct cells and their regulation by internal calcium","NIDDK",8957206,"1K99DK106655-01",1,"K99","DK",106655,1,"",NA,10841317,"DECAEN, PAUL GREGORY","Not Applicable","Boston Children's Hospital",NA,2015,91500,NA,"Include"
"176","Effects of BPA and Phthalates on Adiposity and Metabolic Risk Factors in Women","NIEHS",8618462,"1K99ES023474-01",1,"K99","ES",23474,1,"",NA,10743765,"DEIERLEIN, ANDREA L","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2014,119200,NA,"Include"
"177","Optimizing postoperative cognition in the elderly","NIA",8965758,"1K23AG048332-01A1",1,"K23","AG",48332,1,"A1",NA,10312792,"DEINER, STACIE ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2015,166874,NA,"Include"
"178","Changes in Glutamine/Glutamate Metabolism as a Novel Cardiometabolic Risk Factor","NHLBI",8509357,"1K23HL114963-01A1",1,"K23","HL",114963,1,"A1",NA,10015471,"DEJAM, ANDRE ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2013,134950,NA,"Include"
