"","X.1","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","X","Stats"
"94",351,"11/15/18. Bowers. Resub R01. Linking pre- and post-natal psychosocial determinants; DNA methylation; and early developmental health disparities","NIMHD",9827359,"1R01MD013006-01A1",1,"R01","MD",13006,1,"A1",NA,11568853,"BOWERS, KATHERINE  ","FOLGER, ALONZO TED","Cincinnati Childrens Hosp Med Ctr",NA,2019,689468,NA,NA,"Include"
"95",355,"MyTPill: A Novel Strategy to Monitor Antiretroviral Adherence among HIV+ Prescription Opioid Users","NIDA",9784970,"1R01DA047236-01A1",1,"R01","DA",47236,1,"A1",NA,2071100,"BOYER, EDWARD W ","CARRICO, ADAM WAYNE","Brigham And Women's Hospital",NA,2019,796431,NA,NA,"Include"
"96",360,"Network Mediation of Experiential and Expressive Deficits in Psychotic Disorders","NIMH",9662642,"1R01MH116170-01A1",1,"R01","MH",116170,1,"A1",NA,10921478,"BRADY, ROSCOE O.","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,579975,NA,NA,"Include"
"97",361,"Brain Injury Treatment by Modulation of Hemodynamics With Blood Soluble Drag Reducing Molecules","NINDS",9803305,"1R01NS112808-01",1,"R01","NS",112808,1,"",NA,10483112,"BRAGIN, DENIS E.","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2019,334869,NA,NA,"Include"
"98",365,"Regulation of the Intestinal Stem Cells During Regeneration","NIDDK",9823110,"1R01DK119488-01A1",1,"R01","DK",119488,1,"A1",NA,7596495,"BREAULT, DAVID T","Not Applicable","Boston Children's Hospital",NA,2019,474521,NA,NA,"Include"
"99",367,"Cell-type-specific NRXN1alpha alternative splicing changes in psychiatric disease","NIMH",9839721,"1R01MH121074-01",1,"R01","MH",121074,1,"",NA,10366471,"BRENNAND, KRISTEN JENNIFER ","FANG, GANG ;SLESINGER, PAUL A","Icahn School Of Medicine At Mount Sinai",NA,2019,812916,NA,NA,"Include"
"100",370,"Deciphering Pathways Driving Inflammatory Fibroblast Effector Functions in RA","NIAMS",9740087,"1R01AR073833-01A1",1,"R01","AR",73833,1,"A1",NA,1860775,"BRENNER, MICHAEL B.","Not Applicable","Brigham And Women's Hospital",NA,2019,383789,NA,NA,"Include"
"101",377,"Dietary Effects on Imaging and Fluid-based Biomarkers of the Adipose-Brain Axis in Alzheimers Disease","NIA",9801416,"1R01AG064014-01",1,"R01","AG",64014,1,"",NA,9494436,"BRINKLEY, TINA E","Not Applicable","Wake Forest University Health Sciences",NA,2019,676042,NA,NA,"Include"
"102",378,"Neurostimulation in Adult Survivors of Childhood Leukemia","NCI",9765009,"1R01CA239630-01",1,"R01","CA",239630,1,"",NA,10796390,"BRINKMAN, TARA M ","KRULL, KEVIN R","St. Jude Children's Research Hospital",NA,2019,678616,NA,NA,"Include"
"103",380,"Clinical; Genetic; and Proteomic Risk Factors for Pulmonary Hypertension in Heart Failure","NHLBI",9715743,"1R01HL146588-01",1,"R01","HL",146588,1,"",NA,10689890,"BRITTAIN, EVAN L ","FREIBERG, MATTHEW S","Vanderbilt University Medical Center",NA,2019,871041,NA,NA,"Include"
"104",381,"Daily vitamin D for sickle-cell respiratory complications: Phase 2: IND107584 - 11/14/17","FDA",9637270,"1R01FD006372-01",1,"R01","FD",6372,1,"",NA,1871417,"BRITTENHAM, GARY M ","LEE, MARGARET T","Columbia University Health Sciences",NA,2019,498695,NA,NA,"Include"
"105",383,"Anatomical Modeling to Improve the Precision of Image Guided Liver Ablation","NCI",9815803,"1R01CA235564-01A1",1,"R01","CA",235564,1,"A1",NA,8681158,"BROCK, KRISTY  ","ODISIO, BRUNO C","University Of Tx Md Anderson Can Ctr",NA,2019,362435,NA,NA,"Include"
"106",390,"The role of cyclin G1 in chronic kidney disease","NIDDK",9713703,"1R01DK121101-01",1,"R01","DK",121101,1,"",NA,9830468,"BROOKS, CRAIG ROBERT","Not Applicable","Vanderbilt University Medical Center",NA,2019,382500,NA,NA,"Include"
"107",394,"Defining protein:protein interactions for the regulation of renal V-ATPase function: role in expression; assembly and trafficking.","NIDDK",9799364,"1R01DK121848-01",1,"R01","DK",121848,1,"",NA,1895543,"BROWN, DENNIS ","Not Applicable","Massachusetts General Hospital",NA,2019,529265,NA,NA,"Include"
"108",395,"Exploring the Effects of Corticosteroids on the Human Hippocampus using Neurocognitive Testing and High-Resolution Brain Imaging","NIMH",9738726,"1R01MH115932-01A1",1,"R01","MH",115932,1,"A1",NA,1862801,"BROWN, E SHERWOOD  ","YASSA, MICHAEL A","Ut Southwestern Medical Center",NA,2019,817036,NA,NA,"Include"
"109",398,"The Role of Bacterial Choline Metabolism in Host Stress Responses","NIDDK",9711448,"1R01DK120679-01",1,"R01","DK",120679,1,"",NA,8087287,"BROWN, JONATHAN MARK","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2019,389246,NA,NA,"Include"
"110",412,"Elucidating the molecular drivers of impaired mobility within and outside the CNS in Alzheimer?s disease and related disorders","NIA",9739988,"1R01AG059732-01A1",1,"R01","AG",59732,1,"A1",NA,1887179,"BUCHMAN, ARON S","Not Applicable","Rush University Medical Center",NA,2019,711340,NA,NA,"Include"
"111",420,"Noninvasive Spinal Cord Perfusion Techniques with MRI","NINDS",9636972,"1R01NS109090-01",1,"R01","NS",109090,1,"",NA,8085875,"BUDDE, MATTHEW D","Not Applicable","Medical College Of Wisconsin",NA,2019,332441,NA,NA,"Include"
"112",422,"Novel Screening Platform for Discovery of DUB Targeting Probes","NCI",9816851,"1R01CA233800-01A1",1,"R01","CA",233800,1,"A1",NA,10914269,"BUHRLAGE, SARA J ","MARTO, JARROD A.","Dana-Farber Cancer Inst",NA,2019,629796,NA,NA,"Include"
"113",428,"Impact of Coding Variation on Transcription Factor - DNA Recognition","NHGRI",9714895,"1R01HG010501-01",1,"R01","HG",10501,1,"",NA,1923341,"BULYK, MARTHA L","Not Applicable","Brigham And Women's Hospital",NA,2019,841039,NA,NA,"Include"
"114",431,"Gut Microbiome Dynamics in Peanut Allergy","NIAID",9797739,"1R01AI147028-01",1,"R01","AI",147028,1,"",NA,10347321,"BUNYAVANICH, SUPINDA ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,821533,NA,NA,"Include"
"115",439,"Adoptive MHC-E-Restricted T Cell Therapy for the Treatment of Chronic Hepatitis B Virus Infection","NIAID",9833432,"1R01AI144008-01A1",1,"R01","AI",144008,1,"A1",NA,11327291,"BURWITZ, BENJAMIN J","Not Applicable","Oregon Health & Science University",NA,2019,663585,NA,NA,"Include"
"116",448,"Smartphone Based Smoking Cessation Intervention for Socioeconomically Disadvantaged Adults","NCI",9659157,"1R01CA221819-01A1",1,"R01","CA",221819,1,"A1",NA,9206261,"BUSINELLE, MICHAEL S.","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2019,543718,NA,NA,"Include"
"117",451,"Methodology and measurement for examining short-term and long-term effects of e-cigarette and polysubstance use","NIDA",9811136,"1R01DA049154-01",1,"R01","DA",49154,1,"",NA,8582351,"BUU, YUH-PEY ANNE ","LIN, HSIEN-CHANG ","University Of Texas Hlth Sci Ctr Houston",NA,2019,606098,NA,NA,"Include"
"118",453,"Mechanisms of Functional Axon Regeneration","NINDS",9716176,"1R01NS110936-01",1,"R01","NS",110936,1,"",NA,10506744,"BYRNE, ALEXANDRA ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2019,366406,NA,NA,"Include"
"119",459,"How does the brain maximize storage capacity?","NIMH",9782043,"1DP2MH122399-01",1,"DP2","MH",122399,1,"",NA,9181504,"CAI, DENISE JADE","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,2542497,NA,NA,"Include"
"120",460,"Hypothalamic NF-kB and astrocytic programs in obesity","NIDDK",9758638,"1R01DK121435-01",1,"R01","DK",121435,1,"",NA,9763898,"CAI, DONGSHENG ","Not Applicable","Albert Einstein College Of Medicine",NA,2019,523420,NA,NA,"Include"
"121",464,"CMV; ADV and EBV Viral Cytotoxic T-Lymphocytes Generated by a Novel Cytokine Capture System in Children;  Adolescents and Young Adults with Refractory Viral Infection and T-Cell Immunodeficiency","FDA",9807591,"1R01FD006363-01A1",1,"R01","FD",6363,1,"A1",NA,2708012,"CAIRO, MITCHELL S.","Not Applicable","New York Medical College",NA,2019,423128,NA,NA,"Include"
"122",465,"Sex-dependent effects of prenatal alcohol exposure on developmental programming","NIAAA",9736146,"1R01AA026583-01A1",1,"R01","AA",26583,1,"A1",NA,8228556,"CALDWELL, KEVIN K.","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2019,335774,NA,NA,"Include"
"123",472,"Integrative clustering of cells and samples using multi-modal single-cell data","NLM",9801687,"1R01LM013154-01",1,"R01","LM",13154,1,"",NA,9196918,"CAMPBELL, JOSHUA D ","YAJIMA, MASANAO ","Boston University Medical Campus",NA,2019,358875,NA,NA,"Include"
"124",473,"Hippo-YAP in podocyte health and disease","NIDDK",9917038,"1R01DK122807-01A1",1,"R01","DK",122807,1,"A1",NA,2048246,"CAMPBELL, KIRK N","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,507371,NA,NA,"Include"
"125",482,"Intracellular immunity; cytosolic DNA sensing by cyclic GAMP synthase; and macrophages in ischemic injury and cardiac remodeling","NHLBI",9819252,"1R01HL145298-01A1",1,"R01","HL",145298,1,"A1",NA,10413112,"CAO, DIAN ","Not Applicable","Ut Southwestern Medical Center",NA,2019,405000,NA,NA,"Include"
"126",486,"Molecular MR Imaging of Hepatic Fibrogenesis","NIDDK",9798425,"1R01DK121789-01",1,"R01","DK",121789,1,"",NA,9180783,"CARAVAN, PETER D","Not Applicable","Massachusetts General Hospital",NA,2019,651816,NA,NA,"Include"
"127",494,"Characterization of Sedentary Patterns and Cardiovascular Disease Risk Markers in Hispanics/Latinos","NHLBI",9795779,"1R01HL148463-01",1,"R01","HL",148463,1,"",NA,10881460,"CARLSON, JORDAN A.","Not Applicable","Children's Mercy Hosp (Kansas City, Mo)",NA,2019,1671646,NA,NA,"Include"
"128",509,"Osteo-Angio Coupling During Bone Repair - Resubmission - 1","NIAMS",9819330,"1R01AR073864-01A1",1,"R01","AR",73864,1,"A1",NA,8010461,"CASTILLO, ALESHA B.","Not Applicable","New York University School Of Medicine",NA,2019,519294,NA,NA,"Include"
"129",512,"Polymerase-mediated ultramutagenesis and carcinogenesis in mice","NCI",9714284,"1R01CA237405-01",1,"R01","CA",237405,1,"",NA,6099001,"CASTRILLON, DIEGO H","Not Applicable","Ut Southwestern Medical Center",NA,2019,552634,NA,NA,"Include"
"130",519,"AAV Induced Toxicity in the Eye","NEI",9739745,"1R01EY029348-01A1",1,"R01","EY",29348,1,"A1",NA,1858426,"CEPKO, CONSTANCE L","Not Applicable","Harvard Medical School",NA,2019,418508,NA,NA,"Include"
"131",520,"Examining the synergistic effects of cannabis and prescription opioid policies on chronic pain; opioid prescribing; and opioid overdose","NIDA",9675811,"1R01DA045872-01A1",1,"R01","DA",45872,1,"A1",NA,8004360,"CERDA, MAGDALENA  ","MARTINS, SILVIA SABOIA","New York University School Of Medicine",NA,2019,730253,NA,NA,"Include"
"132",522,"Role of novel onco-histone mutations in B-cell malignancies","NCI",9819477,"1R01CA234561-01A1",1,"R01","CA",234561,1,"A1",NA,1883862,"CESARMAN, ETHEL  ","ALLIS, CHARLES DAVID","Weill Medical Coll Of Cornell Univ",NA,2019,682229,NA,NA,"Include"
"133",524,"Clot-Targeted Antithrombotics for Venous Thromboprophylaxis","NHLBI",9795082,"1R01HL147855-01",1,"R01","HL",147855,1,"",NA,1887346,"CHAIKOF, ELLIOT ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,422750,NA,NA,"Include"
"134",529,"Role of RNA activation in Tumor Progression and Metastasis","NCI",9816045,"1R01CA229907-01A1",1,"R01","CA",229907,1,"A1",NA,11244508,"CHALUVALLY RAGHAVAN, PRADEEP ","Not Applicable","Medical College Of Wisconsin",NA,2019,353568,NA,NA,"Include"
"135",530,"Molecular underpinnings of Prader-Willi syndrome","NICHD",9821604,"1R01HD099975-01",1,"R01","HD",99975,1,"",NA,9651025,"CHAMBERLAIN, STORMY JO ","CARMICHAEL, GORDON G;COTNEY, JUSTIN LEE","University Of Connecticut Sch Of Med/Dnt",NA,2019,585124,NA,NA,"Include"
"136",531,"Mechanisms of HCMV-induced monocyte-to-macrophage differentiation.","NIAID",9639428,"1R01AI141460-01",1,"R01","AI",141460,1,"",NA,10543242,"CHAN, GARY CHING TAO","Not Applicable","Upstate Medical University",NA,2019,571406,NA,NA,"Include"
"137",533,"IgM in the regulation of TB immunity","NIAID",9740312,"1R01AI139297-01A1",1,"R01","AI",139297,1,"A1",NA,1899036,"CHAN, JOHN R.","Not Applicable","Albert Einstein College Of Medicine",NA,2019,700549,NA,NA,"Include"
"138",535,"Modulation of Cardiac Function by Myosin Light Chain Kinases and Phosphatases","NHLBI",9712586,"1R01HL146757-01",1,"R01","HL",146757,1,"",NA,9557351,"CHANG, AUDREY N","Not Applicable","Ut Southwestern Medical Center",NA,2019,370362,NA,NA,"Include"
"139",537,"Three-dimensional Ultrashort Echo Time Magnetic Resonance Imaging of Entheses","NIAMS",9803496,"1R01AR075825-01",1,"R01","AR",75825,1,"",NA,10778011,"CHANG, ERIC Y","Not Applicable","Veterans Medical Research Fdn/San Diego",NA,2019,365750,NA,NA,"Include"
"140",539,"MRI of Proximal Femur Bone Quality for Monitoring Short-Term Response to Osteoporosis Therapy","NIAMS",9739857,"1R01AR073851-01A1",1,"R01","AR",73851,1,"A1",NA,9607222,"CHANG, GREGORY ","Not Applicable","New York University School Of Medicine",NA,2019,558834,NA,NA,"Include"
"141",547,"Targets of Oxytocin Receptor Signaling","NIMH",9713415,"1R01MH119136-01",1,"R01","MH",119136,1,"",NA,6937362,"CHAO, MOSES VICTOR","Not Applicable","New York University School Of Medicine",NA,2019,467889,NA,NA,"Include"
"142",551,"Uric Acid; Klotho and Salt Sensitivity in Young Adults Born Preterm","NHLBI",9840251,"1R01HL146818-01A1",1,"R01","HL",146818,1,"A1",NA,1869894,"CHAPPELL, MARK C ","WASHBURN, LISA ","Wake Forest University Health Sciences",NA,2019,774719,NA,NA,"Include"
"143",555,"Patient-Specific Simulations to Guide Coronary Bifurcation Stenting","NHLBI",9762418,"1R01HL144690-01A1",1,"R01","HL",144690,1,"A1",NA,14349462,"CHATZIZISIS, IOANNIS S","Not Applicable","University Of Nebraska Medical Center",NA,2019,824164,NA,NA,"Include"
"144",557,"Mapping gustatory neuron types.","NIDCD",9739547,"1R01DC017303-01A1",1,"R01","DC",17303,1,"A1",NA,1877367,"CHAUDHARI, NIRUPA ","Not Applicable","University Of Miami School Of Medicine",NA,2019,461199,NA,NA,"Include"
"145",560,"The ion channel TRPA1 is required for suppression of inflammation in sepsis","NIGMS",9715380,"1R01GM132672-01",1,"R01","GM",132672,1,"",NA,10600610,"CHAVAN, SANGEETA S.","Not Applicable","Feinstein Institute For Medical Research",NA,2019,335000,NA,NA,"Include"
"146",561,"DOTA-based pre-targeting of alpha emitters","NCI",9643270,"1R01CA233896-01",1,"R01","CA",233896,1,"",NA,11037106,"CHEAL, SARAH ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2019,695137,NA,NA,"Include"
"147",564,"DNA-PKcs and PIDD interaction in DNA damage response","NCI",9817463,"1R01CA233594-01A1",1,"R01","CA",233594,1,"A1",NA,8225377,"CHEN, BENJAMIN PING-CHI","Not Applicable","Ut Southwestern Medical Center",NA,2019,370575,NA,NA,"Include"
"148",571,"Explore the therapeutic potential of small-molecule immune modulators","NCI",9660282,"1R01CA226419-01A1",1,"R01","CA",226419,1,"A1",NA,8576057,"CHEN, CHUO ","Not Applicable","Ut Southwestern Medical Center",NA,2019,387977,NA,NA,"Include"
"149",575,"Methods and Software for Large-Scale Gene-Environment Interaction Studies","NHLBI",9816600,"1R01HL145025-01A1",1,"R01","HL",145025,1,"A1",NA,12055257,"CHEN, HAN  ","MANNING, ALISA KNODLE","University Of Texas Hlth Sci Ctr Houston",NA,2019,827719,NA,NA,"Include"
"150",577,"Molecular Regulation of Atherosclerosis","NHLBI",9686265,"1R01HL146134-01",1,"R01","HL",146134,1,"",NA,9661282,"CHEN, HONG  ","SRIVASTAVA, SANJAY ","Boston Children's Hospital",NA,2019,880438,NA,NA,"Include"
"151",583,"Genetic and Functional Investigation of Supraclavicular Brown Adipose Tissue","NIDDK",9659083,"1R01DK116899-01A1",1,"R01","DK",116899,1,"A1",NA,10633017,"CHEN, MIAOHSUEH ","Not Applicable","Baylor College Of Medicine",NA,2019,350000,NA,NA,"Include"
"152",588,"Metallothionein 1E as a Central Regulator of Human Pancreatic Beta Cell Function and Survival","NIDDK",9818899,"1R01DK119667-01A1",1,"R01","DK",119667,1,"A1",NA,10926142,"CHEN, SHUIBING ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2019,432225,NA,NA,"Include"
"153",592,"Mechanism and Function of Endoplasmic Reticulum Protein Quality Control Machinery In The Maintenance of Hematopoietic Stem Cells","NHLBI",9713664,"1R01HL146642-01",1,"R01","HL",146642,1,"",NA,12011233,"CHEN, XI ","Not Applicable","Baylor College Of Medicine",NA,2019,522632,NA,NA,"Include"
"154",594,"Mechanism of Mitochondria-induced Progressive Muscle Wasting","NIA",9641047,"1R01AG061204-01",1,"R01","AG",61204,1,"",NA,7736889,"CHEN, XIN JIE ","Not Applicable","Upstate Medical University",NA,2019,425723,NA,NA,"Include"
"155",597,"Shaping diabetogenic T cells by IL-27 in type 1 diabetes","NIDDK",9797436,"1R01DK121747-01",1,"R01","DK",121747,1,"",NA,8413767,"CHEN, YI-GUANG ","Not Applicable","Medical College Of Wisconsin",NA,2019,394760,NA,NA,"Include"
"156",598,"Integrative approaches for decoding the function and regulation of unconventional RNA translation","NIGMS",9816361,"1R01GM130838-01A1",1,"R01","GM",130838,1,"A1",NA,10338943,"CHEN, YIWEN ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2019,344261,NA,NA,"Include"
"157",599,"Discovering Care Coordination Practice Patterns in the EMR: Interpretation and Impact on Patient Outcomes","NLM",9660099,"1R01LM012854-01A1",1,"R01","LM",12854,1,"A1",NA,10576401,"CHEN, YOU ","Not Applicable","Vanderbilt University Medical Center",NA,2019,369750,NA,NA,"Include"
"158",602,"Role of the circadian oscillator in AD neuropathological and behavioral alterations","NIA",9674177,"1RF1AG061901-01",1,"RF1","AG",61901,1,"",NA,10214983,"CHEN, ZHENG  ","SOTO, CLAUDIO ","University Of Texas Hlth Sci Ctr Houston",NA,2019,3636775,NA,NA,"Include"
"159",603,"Development of Genome Editing as Treatment for Genetic Hearing Loss","NIDCD",9657916,"1R01DC016875-01A1",1,"R01","DC",16875,1,"A1",NA,1955295,"CHEN, ZHENG-YI ","Not Applicable","Massachusetts Eye And Ear Infirmary",NA,2019,520571,NA,NA,"Include"
"160",604,"Mucosal surface and skin protection by MHC class I-based immune regulation","NIAID",9660830,"1R01AI134903-01A1",1,"R01","AI",134903,1,"A1",NA,8842608,"CHEN, ZHIBIN ","Not Applicable","University Of Miami School Of Medicine",NA,2019,383750,NA,NA,"Include"
"161",611,"Mediators of Systemic Inflammation and Heart Failure Risk in the Community","NHLBI",9740739,"1R01HL143227-01A1",1,"R01","HL",143227,1,"A1",NA,10217223,"CHENG, SUSAN ","Not Applicable","Cedars-Sinai Medical Center",NA,2019,868069,NA,NA,"Include"
"162",614,"Non-Coding Genetic Vulnerabilities in Human Photoreceptor Function and Disease","NEI",9737666,"1R01EY028584-01A1",1,"R01","EY",28584,1,"A1",NA,7873702,"CHERRY, TIMOTHY JOEL","Not Applicable","Seattle Children's Hospital",NA,2019,470750,NA,NA,"Include"
"163",617,"Linking Sleep Disruption to Tau Accumulation and Network Dysregulation in Early Alzheimer's Disease","NIA",9836083,"1R01AG062667-01A1",1,"R01","AG",62667,1,"A1",NA,6688552,"CHHATWAL, JASMEER P","Not Applicable","Massachusetts General Hospital",NA,2019,868210,NA,NA,"Include"
"164",621,"The Effectiveness of High Resolution Microendoscopy (HRME) in High Grade Intraepithelial Lesions (HSIL)  Diagnosis for People Living with HIV","NCI",9695592,"1R01CA232890-01A1",1,"R01","CA",232890,1,"A1",NA,8413086,"CHIAO, ELIZABETH  ","ANANDASABAPATHY, SHARMILA ","Baylor College Of Medicine",NA,2019,696326,NA,NA,"Include"
"165",624,"Epigenetic Determinants Influencing Development and Evolution of Chronic Post-surgical Pain in Children Undergoing Musculoskeletal Surgery.","NIAMS",9801288,"1R01AR075857-01",1,"R01","AR",75857,1,"",NA,10863698,"CHIDAMBARAN, VIDYA ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2019,629701,NA,NA,"Include"
"166",637,"RH genotype matched red cell transfusions for patients with sickle cell disease","NHLBI",9800482,"1R01HL147879-01",1,"R01","HL",147879,1,"",NA,8093660,"CHOU, STELLA T","Not Applicable","Children's Hosp Of Philadelphia",NA,2019,853809,NA,NA,"Include"
